"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"16136","Orange","2021-12-08",19640,5013862,8583,2852017,8093,1938315,360,148692,2698,200982,3035,2141499,2829,2342481,"California",13785,644507,3209266,2574902,6.26,72.99,66.73,25.03
"16137","Orange","2021-12-09",18901,5032763,8310,2860327,7614,1945929,354,149046,2456,200609,2975,2144474,2602,2345083,"California",13363,657870,3209266,2574902,6.25,73.07,66.82,25.55
"16138","Orange","2021-12-10",23080,5055843,9610,2869937,9167,1955096,366,149412,2850,199297,4293,2148767,2981,2348064,"California",15821,673691,3209266,2574902,6.21,73.17,66.96,26.16
"16139","Orange","2021-12-11",12268,5068111,4999,2874936,5102,1960198,222,149634,1581,198810,2139,2150906,1652,2349716,"California",8483,682174,3209266,2574902,6.19,73.22,67.02,26.49
"16140","Orange","2021-12-12",5600,5073711,2191,2877127,2579,1962777,64,149698,760,198611,986,2151892,787,2350503,"California",3825,685999,3209266,2574902,6.19,73.24,67.05,26.64
"16141","Orange","2021-12-13",19215,5092926,8641,2885768,7861,1970638,308,150006,2309,197874,3186,2155078,2449,2352952,"California",13590,699589,3209266,2574902,6.17,73.32,67.15,27.17
"16142","Orange","2021-12-14",17387,5110313,7976,2893744,7057,1977695,296,150302,2146,197514,2618,2157696,2258,2355210,"California",12515,712104,3209266,2574902,6.15,73.39,67.23,27.66
"16143","Orange","2021-12-15",18671,5128984,8772,2902516,7361,1985056,310,150612,2326,197230,2716,2160412,2432,2357642,"California",13534,725638,3209266,2574902,6.15,73.46,67.32,28.18
"16144","Orange","2021-12-16",18220,5147204,9121,2911637,7236,1992292,270,150882,2685,198486,1533,2161945,2789,2360431,"California",13883,739521,3209266,2574902,6.18,73.55,67.37,28.72
"16145","Orange","2021-12-17",21759,5168963,9689,2921326,8930,2001222,232,151114,3075,198676,2978,2164923,3168,2363599,"California",15571,755092,3209266,2574902,6.19,73.65,67.46,29.33
"16146","Orange","2021-02-24",23095,747492,13812,412021,9278,334635,1,182,5824,273405,17203,236255,5842,509660,"California",0,0,3209266,2574902,8.52,15.88,7.36,0
"16147","Orange","2021-12-19",6449,5187717,2867,2929758,2902,2009196,57,151283,999,199316,710,2167197,1014,2366513,"California",4709,768614,3209266,2574902,6.21,73.74,67.53,29.85
"16148","Orange","2021-12-20",22013,5209730,10578,2940336,8848,2018044,245,151528,3256,200172,2523,2169720,3379,2369892,"California",16084,784698,3209266,2574902,6.24,73.85,67.61,30.47
"16149","Orange","2021-12-21",21045,5230775,10149,2950485,8757,2026801,201,151729,3087,201120,2234,2171954,3182,2373074,"California",15558,800256,3209266,2574902,6.27,73.94,67.68,31.08
"16150","Orange","2021-12-22",20212,5250987,9523,2960008,8409,2035210,215,151944,3053,202002,2268,2174222,3150,2376224,"California",14767,815023,3209266,2574902,6.29,74.04,67.75,31.65
"16151","Orange","2021-12-23",17954,5268941,8705,2968713,7260,2042470,181,152125,2694,202816,1954,2176176,2768,2378992,"California",13173,828196,3209266,2574902,6.32,74.13,67.81,32.16
"16152","Orange","2021-12-24",3868,5272809,2126,2970839,1347,2043817,43,152168,579,202839,580,2176756,603,2379595,"California",2677,830873,3209266,2574902,6.32,74.15,67.83,32.27
"16153","Orange","2021-12-25",99,5272908,47,2970886,51,2043868,0,152168,17,202849,7,2176763,17,2379612,"California",75,830948,3209266,2574902,6.32,74.15,67.83,32.27
"16154","Orange","2021-03-18",28988,1299631,14630,677174,14011,594447,342,27223,22077,320932,6831,501252,22435,822184,"California",0,0,3209266,2574902,10,25.62,15.62,0
"16155","Orange","2021-03-19",34956,1334587,19280,696454,15169,609616,500,27723,25532,337659,9309,510561,26036,848220,"California",0,0,3209266,2574902,10.52,26.43,15.91,0
"16156","Orange","2021-03-20",26555,1361142,14067,710521,12246,621862,239,27962,22360,356161,4106,514667,22608,870828,"California",0,0,3209266,2574902,11.1,27.13,16.04,0
"16157","Orange","2021-03-21",19442,1380584,11167,721688,7514,629376,758,28720,16259,370055,3119,517786,17013,887841,"California",0,0,3209266,2574902,11.53,27.66,16.13,0
"16158","Orange","2021-03-22",23536,1404120,12270,733958,10921,640297,342,29062,19485,385932,3957,521743,19834,907675,"California",0,0,3209266,2574902,12.03,28.28,16.26,0
"16159","Orange","2021-03-09",22922,1054737,10466,562858,9731,484656,2721,6480,13317,258643,9544,399957,16032,658600,"California",0,0,3209266,2574902,8.06,20.52,12.46,0
"16160","Orange","2021-02-25",24941,772433,13370,425391,11566,346201,0,182,8693,265958,16166,252421,8719,518379,"California",0,0,3209266,2574902,8.29,16.15,7.87,0
"16161","Orange","2021-02-26",30075,802508,15104,440495,14965,361166,3,185,12088,260249,17818,270239,12109,530488,"California",0,0,3209266,2574902,8.11,16.53,8.42,0
"16162","Orange","2021-02-27",27134,829642,11054,451549,16065,377231,14,199,7923,249078,19120,289359,7949,538437,"California",0,0,3209266,2574902,7.76,16.78,9.02,0
"16163","Orange","2021-02-28",20539,850181,8029,459578,12507,389738,0,199,5229,239120,15201,304560,5243,543680,"California",0,0,3209266,2574902,7.45,16.94,9.49,0
"16164","Orange","2021-03-01",20893,871074,9618,469196,11211,400949,41,240,8228,234860,12540,317100,8280,551960,"California",0,0,3209266,2574902,7.32,17.2,9.88,0
"16165","Orange","2021-03-02",23186,894260,11223,480419,11951,412900,5,245,10350,232474,12763,329863,10377,562337,"California",0,0,3209266,2574902,7.24,17.52,10.28,0
"16166","Orange","2021-03-03",23098,917358,10987,491406,12090,424990,10,255,12350,234188,10663,340526,12377,574714,"California",0,0,3209266,2574902,7.3,17.91,10.61,0
"16167","Orange","2021-03-04",25852,943210,14791,506197,11043,436033,12,267,13142,234729,12638,353164,13179,587893,"California",0,0,3209266,2574902,7.31,18.32,11,0
"16168","Orange","2021-03-05",25375,968585,13428,519625,11874,447907,66,333,15034,239621,10248,363412,15140,603033,"California",0,0,3209266,2574902,7.47,18.79,11.32,0
"16169","Orange","2021-02-21",5043,698702,4272,381338,769,316541,1,180,1074,293966,3941,201650,1077,495616,"California",0,0,3209266,2574902,9.16,15.44,6.28,0
"16170","Orange","2021-02-22",10904,709606,8801,390139,2099,318640,0,180,4312,291746,6539,208189,4319,499935,"California",0,0,3209266,2574902,9.09,15.58,6.49,0
"16171","Orange","2021-02-23",14791,724397,8070,398209,6717,325357,1,181,3868,284766,10863,219052,3883,503818,"California",0,0,3209266,2574902,8.87,15.7,6.83,0
"16172","Orange","2021-03-13",28884,1170948,10617,617665,14198,529939,4067,22589,14416,271702,14388,459407,18479,731109,"California",0,0,3209266,2574902,8.47,22.78,14.32,0
"16173","Orange","2021-03-10",26102,1080839,12834,575692,9685,494341,3579,10059,12972,262166,13027,412984,16550,675150,"California",0,0,3209266,2574902,8.17,21.04,12.87,0
"16174","Orange","2021-03-11",30597,1111436,16524,592216,9640,503981,4429,14488,13855,263799,16657,429641,18290,693440,"California",0,0,3209266,2574902,8.22,21.61,13.39,0
"16175","Orange","2021-03-12",30628,1142064,14832,607048,11760,515741,4034,18522,15143,267611,15378,445019,19190,712630,"California",0,0,3209266,2574902,8.34,22.21,13.87,0
"16176","Orange","2021-03-17",28523,1270643,14152,662544,13758,580436,607,26881,20077,305328,8353,494421,20689,799749,"California",0,0,3209266,2574902,9.51,24.92,15.41,0
"16177","Orange","2021-03-14",19485,1190433,8489,626154,8421,538360,2571,25160,11968,278782,7460,466867,14540,745649,"California",0,0,3209266,2574902,8.69,23.23,14.55,0
"16178","Orange","2021-03-15",24056,1214489,10568,636722,12671,551031,808,25968,14709,285040,9255,476122,15513,761162,"California",0,0,3209266,2574902,8.88,23.72,14.84,0
"16179","Orange","2021-03-16",27631,1242120,11670,648392,15647,566678,306,26274,17579,292992,9946,486068,17898,779060,"California",0,0,3209266,2574902,9.13,24.28,15.15,0
"16180","Orange","2021-03-08",19589,1031815,9038,552392,8955,474925,1586,3759,12180,252155,7354,390413,13797,642568,"California",0,0,3209266,2574902,7.86,20.02,12.17,0
"16181","Orange","2021-03-06",26380,994965,14488,534113,10968,458875,920,1253,13921,242095,12381,375793,14855,617888,"California",0,0,3209266,2574902,7.54,19.25,11.71,0
"16182","Orange","2021-03-07",17261,1012226,9241,543354,7095,465970,920,2173,9943,245712,7266,383059,10883,628771,"California",0,0,3209266,2574902,7.66,19.59,11.94,0
"16183","Outside California","2020-09-09",0,9,0,6,0,3,0,0,0,7,0,1,0,8,"",0,0,NA,NA,NA,NA,NA,NA
"16184","Outside California","2020-09-11",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16185","Outside California","2020-09-12",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16186","Outside California","2020-09-13",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16187","Outside California","2020-09-14",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16188","Outside California","2020-09-15",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16189","Outside California","2020-09-16",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16190","Outside California","2020-09-17",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16191","Outside California","2020-09-18",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16192","Outside California","2020-09-19",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16193","Outside California","2020-09-20",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16194","Outside California","2020-09-21",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16195","Outside California","2020-09-22",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16196","Outside California","2020-09-23",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16197","Outside California","2020-09-24",0,11,0,7,0,4,0,0,0,7,0,2,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16198","Outside California","2020-09-26",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16199","Outside California","2020-09-27",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16200","Outside California","2020-09-28",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16201","Outside California","2020-09-29",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16202","Outside California","2020-09-30",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16203","Outside California","2020-10-01",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16204","Outside California","2020-10-02",0,12,0,8,0,4,0,0,0,6,0,3,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16205","Outside California","2020-10-04",0,13,0,8,0,5,0,0,0,5,0,4,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16206","Outside California","2020-10-06",0,14,0,8,0,6,0,0,0,4,0,5,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16207","Outside California","2020-10-07",0,14,0,8,0,6,0,0,0,4,0,5,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16208","Outside California","2020-10-08",0,14,0,8,0,6,0,0,0,4,0,5,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16209","Outside California","2020-10-10",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16210","Outside California","2020-10-11",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16211","Outside California","2020-10-12",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16212","Outside California","2020-10-13",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16213","Outside California","2020-10-14",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16214","Outside California","2020-10-15",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16215","Outside California","2020-10-16",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16216","Outside California","2020-10-17",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16217","Outside California","2020-10-18",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16218","Outside California","2020-10-19",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16219","Outside California","2020-10-20",0,15,0,8,0,7,0,0,0,3,0,6,0,9,"",0,0,NA,NA,NA,NA,NA,NA
"16220","Outside California","2020-10-22",0,16,0,9,0,7,0,0,0,4,0,6,0,10,"",0,0,NA,NA,NA,NA,NA,NA
"16221","Outside California","2020-10-23",0,16,0,9,0,7,0,0,0,4,0,6,0,10,"",0,0,NA,NA,NA,NA,NA,NA
"16222","Outside California","2020-10-24",0,16,0,9,0,7,0,0,0,4,0,6,0,10,"",0,0,NA,NA,NA,NA,NA,NA
"16223","Outside California","2020-10-25",0,16,0,9,0,7,0,0,0,4,0,6,0,10,"",0,0,NA,NA,NA,NA,NA,NA
"16224","Outside California","2020-10-26",0,16,0,9,0,7,0,0,0,4,0,6,0,10,"",0,0,NA,NA,NA,NA,NA,NA
"16225","Outside California","2020-10-28",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16226","Outside California","2020-10-29",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16227","Outside California","2020-10-30",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16228","Outside California","2020-10-31",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16229","Outside California","2020-11-01",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16230","Outside California","2020-11-02",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16231","Outside California","2020-11-03",0,17,0,10,0,7,0,0,0,5,0,6,0,11,"",0,0,NA,NA,NA,NA,NA,NA
"16232","Outside California","2020-11-05",0,18,0,10,0,7,0,1,0,5,0,7,0,12,"",0,0,NA,NA,NA,NA,NA,NA
"16233","Outside California","2020-11-06",0,18,0,10,0,7,0,1,0,5,0,7,0,12,"",0,0,NA,NA,NA,NA,NA,NA
"16234","Outside California","2020-11-07",0,18,0,10,0,7,0,1,0,5,0,7,0,12,"",0,0,NA,NA,NA,NA,NA,NA
"16235","Outside California","2020-11-09",0,19,0,11,0,7,0,1,0,6,0,7,0,13,"",0,0,NA,NA,NA,NA,NA,NA
"16236","Outside California","2020-11-12",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16237","Outside California","2020-11-13",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16238","Outside California","2020-11-14",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16239","Outside California","2020-11-15",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16240","Outside California","2020-11-16",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16241","Outside California","2020-11-17",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16242","Outside California","2020-11-18",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16243","Outside California","2020-11-19",0,22,0,14,0,7,0,1,0,7,0,8,0,15,"",0,0,NA,NA,NA,NA,NA,NA
"16244","Outside California","2020-11-23",0,25,0,15,0,8,0,2,0,9,0,9,0,18,"",0,0,NA,NA,NA,NA,NA,NA
"16245","Outside California","2020-11-24",0,25,0,15,0,8,0,2,0,9,0,9,0,18,"",0,0,NA,NA,NA,NA,NA,NA
"16246","Outside California","2020-11-25",0,25,0,15,0,8,0,2,0,9,0,9,0,18,"",0,0,NA,NA,NA,NA,NA,NA
"16247","Outside California","2020-11-27",0,26,0,15,0,9,0,2,0,10,0,9,0,19,"",0,0,NA,NA,NA,NA,NA,NA
"16248","Outside California","2020-11-29",0,27,0,16,0,9,0,2,0,11,0,9,0,20,"",0,0,NA,NA,NA,NA,NA,NA
"16249","Outside California","2020-11-30",0,27,0,16,0,9,0,2,0,11,0,9,0,20,"",0,0,NA,NA,NA,NA,NA,NA
"16250","Outside California","2020-12-02",0,31,0,20,0,9,0,2,0,15,0,9,0,24,"",0,0,NA,NA,NA,NA,NA,NA
"16251","Outside California","2020-12-04",0,32,0,20,0,10,0,2,0,16,0,9,0,25,"",0,0,NA,NA,NA,NA,NA,NA
"16252","Outside California","2020-12-05",0,32,0,20,0,10,0,2,0,16,0,9,0,25,"",0,0,NA,NA,NA,NA,NA,NA
"16253","Outside California","2020-12-07",0,34,0,22,0,10,0,2,0,18,0,9,0,27,"",0,0,NA,NA,NA,NA,NA,NA
"16254","Outside California","2020-12-11",0,40,0,28,0,10,0,2,0,24,0,9,0,33,"",0,0,NA,NA,NA,NA,NA,NA
"16255","Outside California","2020-12-13",0,41,0,29,0,10,0,2,0,26,0,9,0,35,"",0,0,NA,NA,NA,NA,NA,NA
"16256","Outside California","2020-08-24",0,2,0,2,0,0,0,0,0,2,0,0,0,2,"",0,0,NA,NA,NA,NA,NA,NA
"16257","Outside California","2020-08-26",0,4,0,3,0,1,0,0,0,4,0,0,0,4,"",0,0,NA,NA,NA,NA,NA,NA
"16258","Outside California","2020-08-27",0,4,0,3,0,1,0,0,0,4,0,0,0,4,"",0,0,NA,NA,NA,NA,NA,NA
"16259","Outside California","2020-08-28",0,4,0,3,0,1,0,0,0,4,0,0,0,4,"",0,0,NA,NA,NA,NA,NA,NA
"16260","Outside California","2020-08-31",0,5,0,3,0,2,0,0,0,5,0,0,0,5,"",0,0,NA,NA,NA,NA,NA,NA
"16261","Outside California","2020-09-02",0,7,0,5,0,2,0,0,0,5,0,1,0,6,"",0,0,NA,NA,NA,NA,NA,NA
"16262","Outside California","2020-09-03",0,7,0,5,0,2,0,0,0,5,0,1,0,6,"",0,0,NA,NA,NA,NA,NA,NA
"16263","Outside California","2020-09-05",0,8,0,6,0,2,0,0,0,6,0,1,0,7,"",0,0,NA,NA,NA,NA,NA,NA
"16264","Outside California","2020-09-06",0,8,0,6,0,2,0,0,0,6,0,1,0,7,"",0,0,NA,NA,NA,NA,NA,NA
"16265","Outside California","2020-09-08",0,9,0,6,0,3,0,0,0,7,0,1,0,8,"",0,0,NA,NA,NA,NA,NA,NA
"16266","Outside California","2020-08-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16267","Outside California","2020-08-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16268","Outside California","2020-08-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16269","Outside California","2020-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16270","Outside California","2020-07-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16271","Outside California","2020-07-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16272","Outside California","2020-07-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16273","Outside California","2020-08-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16274","Outside California","2020-08-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16275","Outside California","2020-08-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16276","Outside California","2020-08-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16277","Outside California","2020-08-19",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16278","Outside California","2020-08-20",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16279","Outside California","2020-08-21",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16280","Outside California","2020-08-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16281","Outside California","2020-08-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16282","Outside California","2020-08-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16283","Outside California","2020-08-12",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16284","Outside California","2020-08-13",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16285","Outside California","2020-08-14",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16286","Outside California","2020-08-15",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16287","Outside California","2020-08-16",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16288","Outside California","2020-08-17",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16289","Outside California","2020-08-18",0,1,0,1,0,0,0,0,0,1,0,0,0,1,"",0,0,NA,NA,NA,NA,NA,NA
"16290","Outside California","2020-08-30",0,5,0,3,0,2,0,0,0,5,0,0,0,5,"",0,0,NA,NA,NA,NA,NA,NA
"16291","Outside California","2020-07-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,NA,NA,NA,NA,NA,NA
"16292","Outside California","2020-08-23",0,2,0,2,0,0,0,0,0,2,0,0,0,2,"",0,0,NA,NA,NA,NA,NA,NA
"16293","Placer","2020-11-23",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16294","Placer","2020-08-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16295","Placer","2020-08-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16296","Placer","2020-11-14",0,28,0,22,0,6,0,0,0,2,0,13,0,15,"",0,0,396397,329289,0,0,0,0
"16297","Placer","2020-11-15",0,28,0,22,0,6,0,0,0,2,0,13,0,15,"",0,0,396397,329289,0,0,0,0
"16298","Placer","2020-11-17",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16299","Placer","2020-11-18",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16300","Placer","2020-11-19",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16301","Placer","2020-11-20",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16302","Placer","2020-11-21",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16303","Placer","2020-11-22",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16304","Placer","2020-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16305","Placer","2020-07-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16306","Placer","2020-07-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16307","Placer","2020-07-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16308","Placer","2020-07-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,396397,329289,0,0,0,0
"16309","Placer","2020-11-13",0,28,0,22,0,6,0,0,0,2,0,13,0,15,"",0,0,396397,329289,0,0,0,0
"16310","Placer","2021-12-26",437,613521,206,348772,177,234019,6,15838,73,20454,71,251484,79,271938,"California",291,103216,396397,329289,5.16,68.6,63.44,31.35
"16311","Placer","2021-12-27",1623,615144,756,349528,588,234607,26,15864,297,20514,247,251731,307,272245,"California",1071,104287,396397,329289,5.18,68.68,63.5,31.67
"16312","Placer","2021-12-28",1813,616957,916,350444,669,235276,17,15881,276,20562,240,251971,288,272533,"California",1293,105580,396397,329289,5.19,68.75,63.57,32.06
"16313","Placer","2021-12-29",1803,618760,894,351338,676,235952,22,15903,271,20631,211,252182,280,272813,"California",1313,106893,396397,329289,5.2,68.82,63.62,32.46
"16314","Placer","2021-12-30",1055,619815,474,351812,394,236346,14,15917,158,20649,148,252330,166,272979,"California",745,107638,396397,329289,5.21,68.87,63.66,32.69
"16315","Placer","2020-12-30",813,6391,540,5449,273,938,0,3,812,6336,0,27,812,6363,"California",0,0,396397,329289,1.6,1.61,0.01,0
"16316","Placer","2020-12-31",563,6954,370,5819,193,1131,0,3,560,6895,2,29,561,6924,"California",0,0,396397,329289,1.74,1.75,0.01,0
"16317","Placer","2021-01-01",17,6971,12,5831,5,1136,0,3,17,6912,0,29,17,6941,"California",0,0,396397,329289,1.74,1.75,0.01,0
"16318","Placer","2021-01-02",201,7172,166,5997,35,1171,0,3,199,7111,1,30,200,7141,"California",0,0,396397,329289,1.79,1.8,0.01,0
"16319","Placer","2020-11-24",0,29,0,23,0,6,0,0,0,3,0,13,0,16,"",0,0,396397,329289,0,0,0,0
"16320","Placer","2020-11-26",0,30,0,24,0,6,0,0,0,3,0,14,0,17,"",0,0,396397,329289,0,0,0,0
"16321","Placer","2020-11-27",0,30,0,24,0,6,0,0,0,3,0,14,0,17,"",0,0,396397,329289,0,0,0,0
"16322","Placer","2020-11-28",0,30,0,24,0,6,0,0,0,3,0,14,0,17,"",0,0,396397,329289,0,0,0,0
"16323","Placer","2020-11-29",0,30,0,24,0,6,0,0,0,3,0,14,0,17,"",0,0,396397,329289,0,0,0,0
"16324","Placer","2020-11-30",0,30,0,24,0,6,0,0,0,3,0,14,0,17,"",0,0,396397,329289,0,0,0,0
