"","county","administered_date","Daily doses administered","Cumulative doses administered","pfizer_doses","cumulative_pfizer_doses","moderna_doses","cumulative_moderna_doses","jj_doses","cumulative_jj_doses","partially_vaccinated","total_partially_vaccinated","fully_vaccinated","cumulative_fully_vaccinated","at_least_one_dose","cumulative_at_least_one_dose","california_flag","booster_recip_count","cumulative_booster_recip_count","Total.Population","Total.Population.Over.16","% partially vaccinated","% with at least 1 shot","% fully vaccinated","% boostered"
"23807","Shasta","2021-03-20",733,63445,481,26219,240,35506,12,1692,535,14230,198,25411,547,39641,"California",0,0,176438,143285,8.07,22.47,14.4,0
"23808","Shasta","2021-03-21",311,63756,296,26515,6,35512,9,1701,285,14498,26,25437,294,39935,"California",0,0,176438,143285,8.22,22.63,14.42,0
"23809","Shasta","2021-03-22",356,64112,43,26558,278,35790,35,1736,204,14586,151,25588,239,40174,"California",0,0,176438,143285,8.27,22.77,14.5,0
"23810","Shasta","2021-03-23",1318,65430,660,27218,599,36389,59,1795,745,14816,573,26161,803,40977,"California",0,0,176438,143285,8.4,23.22,14.83,0
"23811","Shasta","2021-03-24",630,66060,172,27390,421,36810,36,1831,376,14976,252,26413,412,41389,"California",0,0,176438,143285,8.49,23.46,14.97,0
"23812","Shasta","2021-03-25",1113,67173,417,27807,674,37484,22,1853,772,15434,337,26750,795,42184,"California",0,0,176438,143285,8.75,23.91,15.16,0
"23813","Shasta","2021-03-26",1784,68957,1353,29160,400,37884,30,1883,1407,16496,375,27125,1437,43621,"California",0,0,176438,143285,9.35,24.72,15.37,0
"23814","Shasta","2021-03-27",1536,70493,365,29525,314,38198,856,2739,527,16869,1008,28133,1381,45002,"California",0,0,176438,143285,9.56,25.51,15.94,0
"23815","Shasta","2021-03-28",404,70897,297,29822,97,38295,10,2749,297,17070,106,28239,307,45309,"California",0,0,176438,143285,9.67,25.68,16.01,0
"23816","Shasta","2021-03-29",432,71329,50,29872,366,38661,16,2765,161,16976,271,28510,177,45486,"California",0,0,176438,143285,9.62,25.78,16.16,0
"23817","Shasta","2021-03-30",1239,72568,765,30637,457,39118,17,2782,596,16950,639,29149,613,46099,"California",0,0,176438,143285,9.61,26.13,16.52,0
"23818","Shasta","2021-03-31",640,73208,219,30856,412,39530,9,2791,380,17079,260,29409,389,46488,"California",0,0,176438,143285,9.68,26.35,16.67,0
"23819","Shasta","2021-04-01",868,74076,227,31083,625,40155,14,2805,538,17303,328,29737,552,47040,"California",0,0,176438,143285,9.81,26.66,16.85,0
"23820","Shasta","2021-04-02",724,74800,180,31263,490,40645,53,2858,377,17387,346,30083,430,47470,"California",0,0,176438,143285,9.85,26.9,17.05,0
"23821","Shasta","2021-04-03",508,75308,363,31626,127,40772,18,2876,379,17655,129,30212,397,47867,"California",0,0,176438,143285,10.01,27.13,17.12,0
"23822","Shasta","2021-04-04",286,75594,167,31793,97,40869,22,2898,206,17804,79,30291,228,48095,"California",0,0,176438,143285,10.09,27.26,17.17,0
"23823","Shasta","2021-04-05",444,76038,72,31865,317,41186,55,2953,245,17904,200,30491,300,48395,"California",0,0,176438,143285,10.15,27.43,17.28,0
"23824","Shasta","2021-04-06",1123,77161,483,32348,476,41662,164,3117,519,17987,600,31091,683,49078,"California",0,0,176438,143285,10.19,27.82,17.62,0
"23825","Shasta","2021-04-07",624,77785,196,32544,270,41932,158,3275,237,17995,386,31477,394,49472,"California",0,0,176438,143285,10.2,28.04,17.84,0
"23826","Shasta","2021-04-08",1116,78901,258,32802,708,42640,150,3425,192,17416,921,32398,342,49814,"California",0,0,176438,143285,9.87,28.23,18.36,0
"23827","Shasta","2021-04-09",2589,81490,2081,34883,297,42937,211,3636,2018,19079,564,32962,2227,52041,"California",0,0,176438,143285,10.81,29.5,18.68,0
"23828","Shasta","2021-04-10",869,82359,572,35455,163,43100,134,3770,229,18802,639,33601,362,52403,"California",0,0,176438,143285,10.66,29.7,19.04,0
"23829","Shasta","2021-04-11",1217,83576,386,35841,807,43907,24,3794,137,17886,1077,34678,161,52564,"California",0,0,176438,143285,10.14,29.79,19.65,0
"23830","Shasta","2021-04-12",348,83924,20,35861,264,44171,63,3857,105,17811,243,34921,168,52732,"California",0,0,176438,143285,10.09,29.89,19.79,0
"23831","Shasta","2021-04-13",1231,85155,360,36221,868,45039,3,3860,322,17231,904,35825,324,53056,"California",0,0,176438,143285,9.77,30.07,20.3,0
"23832","Shasta","2021-04-14",580,85735,147,36368,431,45470,2,3862,217,17087,363,36188,219,53275,"California",0,0,176438,143285,9.68,30.19,20.51,0
"23833","Shasta","2021-04-15",1054,86789,249,36617,804,46274,0,3862,301,16645,743,36931,301,53576,"California",0,0,176438,143285,9.43,30.37,20.93,0
"23834","Shasta","2021-04-16",2273,89062,1812,38429,459,46733,0,3862,922,16223,1344,38275,922,54498,"California",0,0,176438,143285,9.19,30.89,21.69,0
"23835","Shasta","2021-04-17",611,89673,387,38816,224,46957,0,3862,180,15975,429,38704,181,54679,"California",0,0,176438,143285,9.05,30.99,21.94,0
"23836","Shasta","2021-04-18",274,89947,246,39062,28,46985,0,3862,35,15771,239,38943,35,54714,"California",0,0,176438,143285,8.94,31.01,22.07,0
"23837","Shasta","2021-04-19",387,90334,40,39102,347,47332,0,3862,160,15706,225,39168,160,54874,"California",0,0,176438,143285,8.9,31.1,22.2,0
"23838","Shasta","2021-04-20",975,91309,223,39325,752,48084,0,3862,362,15458,610,39778,362,55236,"California",0,0,176438,143285,8.76,31.31,22.55,0
"23839","Shasta","2021-04-21",613,91922,216,39541,397,48481,0,3862,319,15484,293,40071,319,55555,"California",0,0,176438,143285,8.78,31.49,22.71,0
"23840","Shasta","2021-04-22",944,92866,256,39797,688,49169,0,3862,296,15137,643,40714,296,55851,"California",0,0,176438,143285,8.58,31.65,23.08,0
"23841","Shasta","2021-04-23",646,93512,242,40039,404,49573,0,3862,330,15151,316,41030,330,56181,"California",0,0,176438,143285,8.59,31.84,23.25,0
"23842","Shasta","2021-04-24",592,94104,356,40395,234,49807,2,3864,102,14765,489,41519,103,56284,"California",0,0,176438,143285,8.37,31.9,23.53,0
"23843","Shasta","2021-01-01",0,2097,0,1752,0,345,0,0,0,1742,0,179,0,1921,"",0,0,176438,143285,0.99,1.09,0.1,0
"23844","Shasta","2021-12-25",0,188381,0,86008,0,90877,0,9566,0,10039,0,79344,0,89383,"",0,27500,176438,143285,5.69,50.66,44.97,19.19
"23845","Shasta","2021-04-30",2291,98990,1851,42916,398,52006,42,4029,264,12810,2025,45013,306,57823,"California",0,0,176438,143285,7.26,32.77,25.51,0
"23846","Shasta","2021-05-01",257,99247,51,42967,132,52138,72,4101,105,12837,150,45163,177,58000,"California",0,0,176438,143285,7.28,32.87,25.6,0
"23847","Shasta","2021-05-02",67,99314,31,42998,20,52158,16,4117,24,12834,43,45206,40,58040,"California",0,0,176438,143285,7.27,32.9,25.62,0
"23848","Shasta","2021-05-03",321,99635,61,43059,235,52393,25,4142,111,12760,212,45418,138,58178,"California",0,0,176438,143285,7.23,32.97,25.74,0
"23849","Shasta","2021-05-04",503,100138,176,43235,285,52678,41,4183,248,12796,253,45671,289,58467,"California",0,0,176438,143285,7.25,33.14,25.89,0
"23850","Shasta","2021-05-05",448,100586,149,43384,282,52960,17,4200,206,12777,242,45913,223,58690,"California",0,0,176438,143285,7.24,33.26,26.02,0
"23851","Shasta","2021-05-06",678,101264,265,43649,380,53340,33,4233,288,12712,386,46299,321,59011,"California",0,0,176438,143285,7.2,33.45,26.24,0
"23852","Shasta","2021-05-07",1109,102373,739,44388,331,53671,39,4272,300,12245,807,47106,340,59351,"California",0,0,176438,143285,6.94,33.64,26.7,0
"23853","Shasta","2021-01-04",484,2585,426,2178,58,407,0,0,359,1980,125,304,359,2284,"California",0,0,176438,143285,1.12,1.29,0.17,0
"23854","Shasta","2021-01-05",332,2917,313,2491,19,426,0,0,255,2158,77,381,255,2539,"California",0,0,176438,143285,1.22,1.44,0.22,0
"23855","Shasta","2021-01-06",478,3395,397,2888,80,506,0,0,211,2104,265,646,211,2750,"California",0,0,176438,143285,1.19,1.56,0.37,0
"23856","Shasta","2021-01-07",138,3533,41,2929,97,603,0,0,111,2188,27,673,111,2861,"California",0,0,176438,143285,1.24,1.62,0.38,0
"23857","Shasta","2021-01-08",516,4049,432,3361,84,687,0,0,305,2283,210,883,305,3166,"California",0,0,176438,143285,1.29,1.79,0.5,0
"23858","Shasta","2021-01-09",80,4129,70,3431,10,697,0,0,73,2349,7,890,73,3239,"California",0,0,176438,143285,1.33,1.84,0.5,0
"23859","Shasta","2021-01-10",7,4136,0,3431,7,704,0,0,6,2354,1,891,6,3245,"California",0,0,176438,143285,1.33,1.84,0.5,0
"23860","Shasta","2021-01-11",411,4547,195,3626,216,920,0,0,370,2683,41,932,370,3615,"California",0,0,176438,143285,1.52,2.05,0.53,0
"23861","Shasta","2021-01-12",494,5041,335,3961,156,1076,0,0,311,2816,180,1112,313,3928,"California",0,0,176438,143285,1.6,2.23,0.63,0
"23862","Shasta","2021-01-13",605,5646,263,4224,342,1418,0,0,440,3092,164,1276,440,4368,"California",0,0,176438,143285,1.75,2.48,0.72,0
"23863","Shasta","2021-01-14",492,6138,55,4279,437,1855,0,0,472,3544,20,1296,472,4840,"California",0,0,176438,143285,2.01,2.74,0.73,0
"23864","Shasta","2021-01-15",686,6824,146,4425,540,2395,0,0,684,4226,2,1298,684,5524,"California",0,0,176438,143285,2.4,3.13,0.74,0
"23865","Shasta","2021-01-16",878,7702,55,4480,822,3217,0,0,874,5097,3,1301,874,6398,"California",0,0,176438,143285,2.89,3.63,0.74,0
"23866","Shasta","2021-01-17",33,7735,7,4487,26,3243,0,0,28,5120,5,1306,28,6426,"California",0,0,176438,143285,2.9,3.64,0.74,0
"23867","Shasta","2021-01-18",602,8337,128,4615,471,3714,0,0,591,5703,8,1314,591,7017,"California",0,0,176438,143285,3.23,3.98,0.74,0
"23868","Shasta","2021-01-19",1054,9391,404,5019,650,4364,0,0,910,6469,144,1458,910,7927,"California",0,0,176438,143285,3.67,4.49,0.83,0
"23869","Shasta","2021-01-20",798,10189,536,5555,262,4626,0,0,562,6797,234,1692,562,8489,"California",0,0,176438,143285,3.85,4.81,0.96,0
"23870","Shasta","2021-01-21",665,10854,331,5886,334,4960,0,0,641,7414,24,1716,641,9130,"California",0,0,176438,143285,4.2,5.17,0.97,0
"23871","Shasta","2021-01-22",428,11282,178,6064,250,5210,0,0,423,7832,5,1721,423,9553,"California",0,0,176438,143285,4.44,5.41,0.98,0
"23872","Shasta","2021-01-23",63,11345,9,6073,54,5264,0,0,62,7893,1,1722,62,9615,"California",0,0,176438,143285,4.47,5.45,0.98,0
"23873","Shasta","2021-01-24",24,11369,2,6075,22,5286,0,0,23,7915,1,1723,23,9638,"California",0,0,176438,143285,4.49,5.46,0.98,0
"23874","Shasta","2021-01-25",741,12110,490,6565,251,5537,0,0,459,8094,280,2003,459,10097,"California",0,0,176438,143285,4.59,5.72,1.14,0
"23875","Shasta","2021-01-26",722,12832,338,6903,384,5921,0,0,478,8329,243,2246,478,10575,"California",0,0,176438,143285,4.72,5.99,1.27,0
"23876","Shasta","2021-01-27",459,13291,201,7104,257,6178,0,0,405,8682,52,2298,405,10980,"California",0,0,176438,143285,4.92,6.22,1.3,0
"23877","Shasta","2021-01-28",928,14219,595,7699,333,6511,0,0,703,9160,225,2523,703,11683,"California",0,0,176438,143285,5.19,6.62,1.43,0
"23878","Shasta","2021-01-29",810,15029,330,8029,480,6991,0,0,623,9597,187,2710,624,12307,"California",0,0,176438,143285,5.44,6.98,1.54,0
"23879","Shasta","2021-01-30",602,15631,18,8047,584,7575,0,0,591,10177,11,2721,591,12898,"California",0,0,176438,143285,5.77,7.31,1.54,0
"23880","Shasta","2021-01-31",27,15658,6,8053,21,7596,0,0,26,10202,1,2722,26,12924,"California",0,0,176438,143285,5.78,7.32,1.54,0
"23881","Shasta","2021-02-01",542,16200,158,8211,384,7980,0,0,393,10447,148,2870,393,13317,"California",0,0,176438,143285,5.92,7.55,1.63,0
"23882","Shasta","2021-06-06",158,113670,124,49115,32,59255,2,5253,47,11552,110,53560,49,65112,"California",0,0,176438,143285,6.55,36.9,30.36,0
"23883","Shasta","2021-06-07",401,114071,234,49349,150,59405,17,5270,108,11386,291,53851,125,65237,"California",0,0,176438,143285,6.45,36.97,30.52,0
"23884","Shasta","2021-06-08",515,114586,318,49667,153,59558,44,5314,146,11208,367,54218,189,65426,"California",0,0,176438,143285,6.35,37.08,30.73,0
"23885","Shasta","2021-06-09",480,115066,272,49939,120,59678,88,5402,108,11035,368,54586,195,65621,"California",0,0,176438,143285,6.25,37.19,30.94,0
"23886","Shasta","2021-06-10",408,115474,242,50181,140,59818,24,5426,130,10922,267,54853,154,65775,"California",0,0,176438,143285,6.19,37.28,31.09,0
"23887","Shasta","2021-06-11",475,115949,256,50437,179,59997,39,5465,127,10741,346,55199,165,65940,"California",0,0,176438,143285,6.09,37.37,31.29,0
"23888","Shasta","2021-06-12",205,116154,134,50571,65,60062,6,5471,73,10689,131,55330,79,66019,"California",0,0,176438,143285,6.06,37.42,31.36,0
"23889","Shasta","2021-06-13",90,116244,56,50627,32,60094,2,5473,26,10653,64,55394,28,66047,"California",0,0,176438,143285,6.04,37.43,31.4,0
"23890","Shasta","2021-06-14",282,116526,157,50784,108,60202,17,5490,79,10547,202,55596,96,66143,"California",0,0,176438,143285,5.98,37.49,31.51,0
"23891","Shasta","2021-06-15",457,116983,230,51014,117,60319,109,5599,154,10506,299,55895,258,66401,"California",0,0,176438,143285,5.95,37.63,31.68,0
"23892","Shasta","2021-06-16",264,117247,154,51168,95,60414,15,5614,82,10425,177,56072,96,66497,"California",0,0,176438,143285,5.91,37.69,31.78,0
"23893","Shasta","2021-06-17",288,117535,122,51290,131,60545,35,5649,94,10360,193,56265,128,66625,"California",0,0,176438,143285,5.87,37.76,31.89,0
"23894","Shasta","2021-06-18",371,117906,226,51516,125,60670,20,5669,153,10317,216,56481,173,66798,"California",0,0,176438,143285,5.85,37.86,32.01,0
"23895","Shasta","2021-06-19",121,118027,77,51593,40,60710,4,5673,52,10305,68,56549,56,66854,"California",0,0,176438,143285,5.84,37.89,32.05,0
"23896","Shasta","2021-06-20",62,118089,39,51632,18,60728,5,5678,22,10292,40,56589,27,66881,"California",0,0,176438,143285,5.83,37.91,32.07,0
"23897","Shasta","2021-06-21",203,118292,65,51697,111,60839,27,5705,79,10274,124,56713,106,66987,"California",0,0,176438,143285,5.82,37.97,32.14,0
"23898","Shasta","2021-06-22",373,118665,139,51836,82,60921,152,5857,94,10236,276,56989,238,67225,"California",0,0,176438,143285,5.8,38.1,32.3,0
"23899","Shasta","2021-06-23",218,118883,125,51961,75,60996,18,5875,89,10215,128,57117,107,67332,"California",0,0,176438,143285,5.79,38.16,32.37,0
"23900","Shasta","2021-06-24",232,119115,133,52094,80,61076,19,5894,91,10187,138,57255,110,67442,"California",0,0,176438,143285,5.77,38.22,32.45,0
"23901","Shasta","2021-06-25",305,119420,210,52304,82,61158,13,5907,126,10146,179,57434,138,67580,"California",0,0,176438,143285,5.75,38.3,32.55,0
"23902","Shasta","2021-06-26",140,119560,82,52386,48,61206,10,5917,56,10129,83,57517,66,67646,"California",0,0,176438,143285,5.74,38.34,32.6,0
"23903","Shasta","2021-06-27",69,119629,44,52430,19,61225,5,5922,23,10112,45,57562,28,67674,"California",0,0,176438,143285,5.73,38.36,32.62,0
"23904","Shasta","2021-06-28",187,119816,124,52554,47,61272,16,5938,92,10125,95,57657,108,67782,"California",0,0,176438,143285,5.74,38.42,32.68,0
"23905","Shasta","2021-06-29",275,120091,167,52721,80,61352,28,5966,99,10080,172,57829,127,67909,"California",0,0,176438,143285,5.71,38.49,32.78,0
"23906","Shasta","2021-06-30",210,120301,121,52842,76,61428,13,5979,93,10070,116,57945,106,68015,"California",0,0,176438,143285,5.71,38.55,32.84,0
"23907","Shasta","2021-07-01",206,120507,135,52977,59,61487,12,5991,82,10044,120,58065,94,68109,"California",0,0,176438,143285,5.69,38.6,32.91,0
"23908","Shasta","2021-07-02",272,120779,175,53152,82,61569,14,6005,120,10030,148,58213,134,68243,"California",0,0,176438,143285,5.68,38.68,32.99,0
"23909","Shasta","2021-07-03",119,120898,80,53232,31,61600,8,6013,53,10025,66,58279,61,68304,"California",0,0,176438,143285,5.68,38.71,33.03,0
"23910","Shasta","2021-07-04",4,120902,0,53232,3,61603,1,6014,0,10022,4,58283,1,68305,"California",0,0,176438,143285,5.68,38.71,33.03,0
"23911","Shasta","2021-07-05",111,121013,63,53295,38,61641,10,6024,48,10018,62,58345,58,68363,"California",0,0,176438,143285,5.68,38.75,33.07,0
"23912","Shasta","2021-07-06",287,121300,168,53463,100,61741,19,6043,94,9942,189,58534,113,68476,"California",0,0,176438,143285,5.63,38.81,33.18,0
"23913","Shasta","2021-07-07",197,121497,102,53565,55,61796,40,6083,67,9920,129,58663,107,68583,"California",0,0,176438,143285,5.62,38.87,33.25,0
"23914","Shasta","2021-07-08",214,121711,116,53681,78,61874,20,6103,84,9893,129,58792,102,68685,"California",0,0,176438,143285,5.61,38.93,33.32,0
"23915","Shasta","2021-07-09",251,121962,162,53843,80,61954,8,6111,97,9846,152,58944,105,68790,"California",0,0,176438,143285,5.58,38.99,33.41,0
"23916","Shasta","2021-07-10",94,122056,61,53904,29,61983,4,6115,39,9835,54,58998,43,68833,"California",0,0,176438,143285,5.57,39.01,33.44,0
"23917","Shasta","2021-07-11",44,122100,22,53926,20,62003,2,6117,16,9825,28,59026,18,68851,"California",0,0,176438,143285,5.57,39.02,33.45,0
"23918","Shasta","2021-07-12",156,122256,78,54004,59,62062,19,6136,69,9827,86,59112,88,68939,"California",0,0,176438,143285,5.57,39.07,33.5,0
"23919","Shasta","2021-07-13",230,122486,135,54139,84,62146,11,6147,112,9834,116,59228,123,69062,"California",0,0,176438,143285,5.57,39.14,33.57,0
"23920","Shasta","2021-07-14",165,122651,101,54240,59,62205,5,6152,73,9829,82,59310,77,69139,"California",0,0,176438,143285,5.57,39.19,33.62,0
"23921","Shasta","2021-07-15",187,122838,106,54346,75,62280,6,6158,79,9812,102,59412,85,69224,"California",0,0,176438,143285,5.56,39.23,33.67,0
"23922","Shasta","2021-07-16",247,123085,153,54499,77,62357,17,6175,111,9815,124,59536,127,69351,"California",0,0,176438,143285,5.56,39.31,33.74,0
"23923","Shasta","2021-07-17",116,123201,65,54564,45,62402,6,6181,61,9828,54,59590,67,69418,"California",0,0,176438,143285,5.57,39.34,33.77,0
"23924","Shasta","2021-07-18",61,123262,31,54595,26,62428,4,6185,35,9841,26,59616,39,69457,"California",0,0,176438,143285,5.58,39.37,33.79,0
"23925","Shasta","2021-07-19",205,123467,90,54685,69,62497,46,6231,80,9848,118,59734,125,69582,"California",0,0,176438,143285,5.58,39.44,33.86,0
"23926","Shasta","2021-07-20",240,123707,147,54832,80,62577,13,6244,139,9902,98,59832,152,69734,"California",0,0,176438,143285,5.61,39.52,33.91,0
"23927","Shasta","2021-07-21",189,123896,113,54945,63,62640,13,6257,110,9947,78,59910,123,69857,"California",0,0,176438,143285,5.64,39.59,33.96,0
"23928","Shasta","2021-07-22",225,124121,134,55079,78,62718,13,6270,129,9995,94,60004,142,69999,"California",0,0,176438,143285,5.66,39.67,34.01,0
"23929","Shasta","2021-07-23",288,124409,177,55256,90,62808,21,6291,140,10011,145,60149,161,70160,"California",0,0,176438,143285,5.67,39.76,34.09,0
"23930","Shasta","2021-07-24",143,124552,85,55341,53,62861,5,6296,76,10026,66,60215,81,70241,"California",0,0,176438,143285,5.68,39.81,34.13,0
"23931","Shasta","2021-07-25",68,124620,48,55389,20,62881,0,6296,50,10058,18,60233,50,70291,"California",0,0,176438,143285,5.7,39.84,34.14,0
"23932","Shasta","2021-07-26",247,124867,122,55511,84,62965,41,6337,142,10137,104,60337,183,70474,"California",0,0,176438,143285,5.75,39.94,34.2,0
"23933","Shasta","2021-07-27",274,125141,155,55666,95,63060,24,6361,159,10212,105,60442,180,70654,"California",0,0,176438,143285,5.79,40.04,34.26,0
"23934","Shasta","2021-07-28",228,125369,118,55784,93,63153,17,6378,141,10284,86,60528,158,70812,"California",0,0,176438,143285,5.83,40.13,34.31,0
"23935","Shasta","2021-07-29",259,125628,157,55941,79,63232,23,6401,158,10368,97,60625,181,70993,"California",0,0,176438,143285,5.88,40.24,34.36,0
"23936","Shasta","2021-07-30",346,125974,211,56152,119,63351,16,6417,214,10472,125,60750,229,71222,"California",0,0,176438,143285,5.94,40.37,34.43,0
"23937","Shasta","2021-07-31",138,126112,67,56219,62,63413,8,6425,95,10533,42,60792,103,71325,"California",0,0,176438,143285,5.97,40.42,34.46,0
"23938","Shasta","2021-08-01",83,126195,53,56272,25,63438,5,6430,62,10580,19,60811,66,71391,"California",0,0,176438,143285,6,40.46,34.47,0
"23939","Shasta","2021-08-02",260,126455,121,56393,90,63528,49,6479,151,10671,110,60921,201,71592,"California",0,0,176438,143285,6.05,40.58,34.53,0
"23940","Shasta","2021-08-03",289,126744,170,56563,101,63629,17,6496,177,10756,109,61030,194,71786,"California",0,0,176438,143285,6.1,40.69,34.59,0
"23941","Shasta","2021-08-04",303,127047,188,56751,77,63706,38,6534,196,10884,106,61136,234,72020,"California",0,0,176438,143285,6.17,40.82,34.65,0
"23942","Shasta","2021-08-05",312,127359,184,56935,104,63810,24,6558,200,11000,108,61244,224,72244,"California",0,0,176438,143285,6.23,40.95,34.71,0
"23943","Shasta","2021-08-06",389,127748,250,57185,113,63923,26,6584,253,11149,131,61375,280,72524,"California",0,0,176438,143285,6.32,41.1,34.79,0
"23944","Shasta","2021-08-07",172,127920,116,57301,55,63978,1,6585,120,11220,50,61425,121,72645,"California",0,0,176438,143285,6.36,41.17,34.81,0
"23945","Shasta","2021-08-08",120,128040,79,57380,36,64014,5,6590,82,11270,37,61462,87,72732,"California",0,0,176438,143285,6.39,41.22,34.83,0
"23946","Shasta","2021-08-09",287,128327,157,57537,96,64110,34,6624,178,11374,107,61569,211,72943,"California",0,0,176438,143285,6.45,41.34,34.9,0
"23947","Shasta","2021-08-10",325,128652,189,57726,111,64221,25,6649,191,11462,125,61694,213,73156,"California",0,0,176438,143285,6.5,41.46,34.97,0
"23948","Shasta","2021-08-11",285,128937,174,57900,80,64301,30,6679,170,11549,113,61807,200,73356,"California",0,0,176438,143285,6.55,41.58,35.03,0
"23949","Shasta","2021-08-12",393,129330,203,58103,163,64464,27,6706,247,11680,142,61949,273,73629,"California",0,0,176438,143285,6.62,41.73,35.11,0
"23950","Shasta","2021-08-13",454,129784,275,58378,133,64597,46,6752,285,11852,158,62107,330,73959,"California",11,11,176438,143285,6.72,41.92,35.2,0.01
