"","county","administered_date","Daily doses","Rolling average"
"8490","Lake",2021-05-02,20,293
"8491","Lake",2021-05-03,421,282.857142857143
"8492","Lake",2021-05-04,408,265
"8493","Lake",2021-05-05,633,263.857142857143
"8494","Lake",2021-05-06,150,263.428571428571
"8495","Lake",2021-05-07,168,239.428571428571
"8496","Lake",2021-05-08,47,209.571428571429
"8497","Lake",2021-05-09,17,196.714285714286
"8498","Lake",2021-05-10,253,221.142857142857
"8499","Lake",2021-05-11,199,236.428571428571
"8500","Lake",2021-05-12,543,236.428571428571
"8501","Lake",2021-05-13,321,238.714285714286
"8502","Lake",2021-05-14,275,248.571428571429
"8503","Lake",2021-05-15,47,263.142857142857
"8504","Lake",2021-05-16,33,231.428571428571
"8505","Lake",2021-05-17,322,220.285714285714
"8506","Lake",2021-05-18,301,220.142857142857
"8507","Lake",2021-05-19,321,227
"8508","Lake",2021-05-20,243,230.857142857143
"8509","Lake",2021-05-21,274,207.571428571429
"8510","Lake",2021-05-22,95,194.142857142857
"8511","Lake",2021-05-23,60,170.285714285714
"8512","Lake",2021-05-24,159,161.571428571429
"8513","Lake",2021-05-25,207,154.428571428571
"8514","Lake",2021-05-26,154,146
"8515","Lake",2021-05-27,182,140.428571428571
"8516","Lake",2021-05-28,224,127.857142857143
"8517","Lake",2021-05-29,36,126.571428571429
"8518","Lake",2021-05-30,21,123.714285714286
"8519","Lake",2021-05-31,71,124.285714285714
"8520","Lake",2021-06-01,198,118.571428571429
"8521","Lake",2021-06-02,134,127.142857142857
"8522","Lake",2021-06-03,186,134
"8523","Lake",2021-06-04,184,136.714285714286
"8524","Lake",2021-06-05,96,134.857142857143
"8525","Lake",2021-06-06,69,140.571428571429
"8526","Lake",2021-06-07,90,132.142857142857
"8527","Lake",2021-06-08,185,136.571428571429
"8528","Lake",2021-06-09,174,132.285714285714
"8529","Lake",2021-06-10,127,126.571428571429
"8530","Lake",2021-06-11,215,139.428571428571
"8531","Lake",2021-06-12,66,147.857142857143
"8532","Lake",2021-06-13,29,146.714285714286
"8533","Lake",2021-06-14,180,154.571428571429
"8534","Lake",2021-06-15,244,145.142857142857
"8535","Lake",2021-06-16,166,145.428571428571
"8536","Lake",2021-06-17,182,144.285714285714
"8537","Lake",2021-06-18,149,128.285714285714
"8538","Lake",2021-06-19,68,113.142857142857
"8539","Lake",2021-06-20,21,111.714285714286
"8540","Lake",2021-06-21,68,106.714285714286
"8541","Lake",2021-06-22,138,104.428571428571
"8542","Lake",2021-06-23,156,101.857142857143
"8543","Lake",2021-06-24,147,104.857142857143
"8544","Lake",2021-06-25,133,104.857142857143
"8545","Lake",2021-06-26,50,103.285714285714
"8546","Lake",2021-06-27,42,99.1428571428571
"8547","Lake",2021-06-28,68,95.4285714285714
"8548","Lake",2021-06-29,127,93
"8549","Lake",2021-06-30,127,96.4285714285714
"8550","Lake",2021-07-01,121,92.4285714285714
"8551","Lake",2021-07-02,116,90.5714285714286
"8552","Lake",2021-07-03,74,95.8571428571429
"8553","Lake",2021-07-04,14,92
"8554","Lake",2021-07-05,55,87.2857142857143
"8555","Lake",2021-07-06,164,94
"8556","Lake",2021-07-07,100,89.5714285714286
"8557","Lake",2021-07-08,88,89.8571428571429
"8558","Lake",2021-07-09,163,95
"8559","Lake",2021-07-10,43,89.7142857142857
"8560","Lake",2021-07-11,16,95.5714285714286
"8561","Lake",2021-07-12,91,99.1428571428571
"8562","Lake",2021-07-13,127,97.8571428571429
"8563","Lake",2021-07-14,141,102.428571428571
"8564","Lake",2021-07-15,113,103
"8565","Lake",2021-07-16,154,102.428571428571
"8566","Lake",2021-07-17,75,100.714285714286
"8567","Lake",2021-07-18,20,106.142857142857
"8568","Lake",2021-07-19,87,111.714285714286
"8569","Lake",2021-07-20,115,116.142857142857
"8570","Lake",2021-07-21,179,118.571428571429
"8571","Lake",2021-07-22,152,121.428571428571
"8572","Lake",2021-07-23,185,124.571428571429
"8573","Lake",2021-07-24,92,135.714285714286
"8574","Lake",2021-07-25,40,133.571428571429
"8575","Lake",2021-07-26,109,135.285714285714
"8576","Lake",2021-07-27,193,140.285714285714
"8577","Lake",2021-07-28,164,134.857142857143
"8578","Lake",2021-07-29,164,134
"8579","Lake",2021-07-30,220,143
"8580","Lake",2021-07-31,54,153.714285714286
"8581","Lake",2021-08-01,34,155.142857142857
"8582","Lake",2021-08-02,172,154
"8583","Lake",2021-08-03,268,147.285714285714
"8584","Lake",2021-08-04,174,149
"8585","Lake",2021-08-05,156,147.857142857143
"8586","Lake",2021-08-06,173,136.428571428571
"8587","Lake",2021-08-07,66,128.571428571429
"8588","Lake",2021-08-08,26,123
"8589","Lake",2021-08-09,92,120.571428571429
"8590","Lake",2021-08-10,213,125.571428571429
"8591","Lake",2021-08-11,135,125.285714285714
"8592","Lake",2021-08-12,139,127.714285714286
"8593","Lake",2021-08-13,208,135
"8594","Lake",2021-08-14,64,145.571428571429
"8595","Lake",2021-08-15,43,141
"8596","Lake",2021-08-16,143,147.285714285714
"8597","Lake",2021-08-17,287,156.142857142857
"8598","Lake",2021-08-18,103,155
"8599","Lake",2021-08-19,183,155.714285714286
"8600","Lake",2021-08-20,270,154.714285714286
"8601","Lake",2021-08-21,56,149.285714285714
"8602","Lake",2021-08-22,48,156.142857142857
"8603","Lake",2021-08-23,136,155.571428571429
"8604","Lake",2021-08-24,249,146.857142857143
"8605","Lake",2021-08-25,151,151.571428571429
"8606","Lake",2021-08-26,179,148.571428571429
"8607","Lake",2021-08-27,209,151.428571428571
"8608","Lake",2021-08-28,89,164.285714285714
"8609","Lake",2021-08-29,27,164.571428571429
"8610","Lake",2021-08-30,156,168.285714285714
"8611","Lake",2021-08-31,339,184.428571428571
"8612","Lake",2021-09-01,153,192
"8613","Lake",2021-09-02,205,193
"8614","Lake",2021-09-03,322,180.142857142857
"8615","Lake",2021-09-04,142,164.714285714286
"8616","Lake",2021-09-05,34,170
"8617","Lake",2021-09-06,66,173.285714285714
"8618","Lake",2021-09-07,231,167.714285714286
"8619","Lake",2021-09-08,190,154.428571428571
"8620","Lake",2021-09-09,228,155.285714285714
"8621","Lake",2021-09-10,283,171.571428571429
"8622","Lake",2021-09-11,49,167
"8623","Lake",2021-09-12,40,162.714285714286
"8624","Lake",2021-09-13,180,155.285714285714
"8625","Lake",2021-09-14,199,135.857142857143
"8626","Lake",2021-09-15,160,154.857142857143
"8627","Lake",2021-09-16,176,164.428571428571
"8628","Lake",2021-09-17,147,157.428571428571
"8629","Lake",2021-09-18,182,153.142857142857
"8630","Lake",2021-09-19,107,150
"8631","Lake",2021-09-20,131,137.571428571429
"8632","Lake",2021-09-21,169,137.285714285714
"8633","Lake",2021-09-22,138,118.285714285714
"8634","Lake",2021-09-23,89,111.142857142857
"8635","Lake",2021-09-24,145,101.571428571429
"8636","Lake",2021-09-25,49,103.571428571429
"8637","Lake",2021-09-26,57,98.5714285714286
"8638","Lake",2021-09-27,64,111.285714285714
"8639","Lake",2021-09-28,183,114.857142857143
"8640","Lake",2021-09-29,103,116.428571428571
"8641","Lake",2021-09-30,178,116.142857142857
"8642","Lake",2021-10-01,170,115.428571428571
"8643","Lake",2021-10-02,60,105.714285714286
"8644","Lake",2021-10-03,55,115
"8645","Lake",2021-10-04,59,102.142857142857
"8646","Lake",2021-10-05,115,97
"8647","Lake",2021-10-06,168,108.428571428571
"8648","Lake",2021-10-07,88,104
"8649","Lake",2021-10-08,134,109.571428571429
"8650","Lake",2021-10-09,140,115.571428571429
"8651","Lake",2021-10-10,24,111
"8652","Lake",2021-10-11,98,112.714285714286
"8653","Lake",2021-10-12,157,113.714285714286
"8654","Lake",2021-10-13,136,102.142857142857
"8655","Lake",2021-10-14,100,99.7142857142857
"8656","Lake",2021-10-15,141,96.1428571428571
"8657","Lake",2021-10-16,59,97.2857142857143
"8658","Lake",2021-10-17,7,99
"8659","Lake",2021-10-18,73,104.285714285714
"8660","Lake",2021-10-19,165,113.142857142857
"8661","Lake",2021-10-20,148,117.857142857143
"8662","Lake",2021-10-21,137,124.428571428571
"8663","Lake",2021-10-22,203,142.285714285714
"8664","Lake",2021-10-23,92,167.857142857143
"8665","Lake",2021-10-24,53,182
"8666","Lake",2021-10-25,198,198.571428571429
"8667","Lake",2021-10-26,344,205.571428571429
"8668","Lake",2021-10-27,247,205.428571428571
"8669","Lake",2021-10-28,253,206.714285714286
"8670","Lake",2021-10-29,252,208.142857142857
"8671","Lake",2021-10-30,91,196.714285714286
"8672","Lake",2021-10-31,62,188.428571428571
"8673","Lake",2021-11-01,208,184.714285714286
"8674","Lake",2021-11-02,264,193.142857142857
"8675","Lake",2021-11-03,189,193.571428571429
"8676","Lake",2021-11-04,227,193
"8677","Lake",2021-11-05,311,193.142857142857
"8678","Lake",2021-11-06,94,197.857142857143
"8679","Lake",2021-11-07,58,197
"8680","Lake",2021-11-08,209,205.285714285714
"8681","Lake",2021-11-09,297,193.142857142857
"8682","Lake",2021-11-10,183,187.714285714286
"8683","Lake",2021-11-11,285,187.428571428571
"8684","Lake",2021-11-12,226,180.714285714286
"8685","Lake",2021-11-13,56,180.428571428571
"8686","Lake",2021-11-14,56,194
"8687","Lake",2021-11-15,162,187
"8688","Lake",2021-11-16,295,204.428571428571
"8689","Lake",2021-11-17,278,207.142857142857
"8690","Lake",2021-11-18,236,205.714285714286
"8691","Lake",2021-11-19,348,200.571428571429
"8692","Lake",2021-11-20,75,NA
"8693","Lake",2021-11-21,46,NA
"8694","Lake",2021-11-22,126,NA
"8695","Lassen",2020-07-27,0,NA
"8696","Lassen",2020-07-28,0,NA
"8697","Lassen",2020-07-29,0,NA
"8698","Lassen",2020-07-30,0,0
"8699","Lassen",2020-07-31,0,0
"8700","Lassen",2020-08-01,0,0
"8701","Lassen",2020-08-02,0,0
"8702","Lassen",2020-08-03,0,0
"8703","Lassen",2020-08-04,0,0
"8704","Lassen",2020-08-05,0,0
"8705","Lassen",2020-08-06,0,0
"8706","Lassen",2020-08-07,0,0
"8707","Lassen",2020-08-08,0,0
"8708","Lassen",2020-08-09,0,0
"8709","Lassen",2020-08-10,0,0
"8710","Lassen",2020-08-11,0,0
"8711","Lassen",2020-08-12,0,0
"8712","Lassen",2020-08-13,0,0
"8713","Lassen",2020-08-14,0,0
"8714","Lassen",2020-08-15,0,0
"8715","Lassen",2020-08-16,0,0
"8716","Lassen",2020-08-17,0,0
"8717","Lassen",2020-08-18,0,0
"8718","Lassen",2020-08-19,0,0
"8719","Lassen",2020-08-20,0,0
"8720","Lassen",2020-08-21,0,0
"8721","Lassen",2020-08-22,0,0
"8722","Lassen",2020-08-23,0,0
"8723","Lassen",2020-08-24,0,0
"8724","Lassen",2020-08-25,0,0
"8725","Lassen",2020-08-26,0,0
"8726","Lassen",2020-08-27,0,0
"8727","Lassen",2020-08-28,0,0
"8728","Lassen",2020-08-29,0,0
"8729","Lassen",2020-08-30,0,0
"8730","Lassen",2020-08-31,0,0
"8731","Lassen",2020-09-01,0,0
"8732","Lassen",2020-09-02,0,0
"8733","Lassen",2020-09-03,0,0
"8734","Lassen",2020-09-04,0,0
"8735","Lassen",2020-09-05,0,0
"8736","Lassen",2020-09-07,0,0
"8737","Lassen",2020-09-08,0,0
"8738","Lassen",2020-09-09,0,0
"8739","Lassen",2020-09-10,0,0
"8740","Lassen",2020-09-11,0,0
"8741","Lassen",2020-09-12,0,0
"8742","Lassen",2020-09-13,0,0
"8743","Lassen",2020-09-14,0,0
"8744","Lassen",2020-09-15,0,0
"8745","Lassen",2020-09-16,0,0
"8746","Lassen",2020-09-17,0,0
"8747","Lassen",2020-09-18,0,0
"8748","Lassen",2020-09-19,0,0
"8749","Lassen",2020-09-20,0,0
"8750","Lassen",2020-09-21,0,0
"8751","Lassen",2020-09-22,0,0
"8752","Lassen",2020-09-23,0,0
"8753","Lassen",2020-09-24,0,0
"8754","Lassen",2020-09-25,0,0
"8755","Lassen",2020-09-26,0,0
"8756","Lassen",2020-09-27,0,0
"8757","Lassen",2020-09-28,0,0
"8758","Lassen",2020-09-29,0,0
"8759","Lassen",2020-09-30,0,0
"8760","Lassen",2020-10-01,0,0
"8761","Lassen",2020-10-02,0,0
"8762","Lassen",2020-10-03,0,0
"8763","Lassen",2020-10-04,0,0
"8764","Lassen",2020-10-05,0,0
"8765","Lassen",2020-10-06,0,0
"8766","Lassen",2020-10-07,0,0
"8767","Lassen",2020-10-08,0,0
"8768","Lassen",2020-10-09,0,0
"8769","Lassen",2020-10-10,0,0
"8770","Lassen",2020-10-11,0,0
"8771","Lassen",2020-10-12,0,0
"8772","Lassen",2020-10-13,0,0
"8773","Lassen",2020-10-14,0,0
"8774","Lassen",2020-10-15,0,0
"8775","Lassen",2020-10-16,0,0
"8776","Lassen",2020-10-17,0,0
"8777","Lassen",2020-10-18,0,0
"8778","Lassen",2020-10-19,0,0
"8779","Lassen",2020-10-20,0,0
"8780","Lassen",2020-10-21,0,0
"8781","Lassen",2020-10-22,0,0
"8782","Lassen",2020-10-23,0,0
"8783","Lassen",2020-10-24,0,0
"8784","Lassen",2020-10-25,0,0
"8785","Lassen",2020-10-26,0,0
"8786","Lassen",2020-10-27,0,0
"8787","Lassen",2020-10-28,0,0
"8788","Lassen",2020-10-29,0,0
"8789","Lassen",2020-10-30,0,0
"8790","Lassen",2020-10-31,0,0
"8791","Lassen",2020-11-01,0,0
"8792","Lassen",2020-11-02,0,0
"8793","Lassen",2020-11-03,0,0
"8794","Lassen",2020-11-04,0,0
"8795","Lassen",2020-11-05,0,0
"8796","Lassen",2020-11-06,0,0
"8797","Lassen",2020-11-07,0,0
"8798","Lassen",2020-11-08,0,0
"8799","Lassen",2020-11-09,0,0
"8800","Lassen",2020-11-10,0,0
"8801","Lassen",2020-11-11,0,0
"8802","Lassen",2020-11-12,0,0
"8803","Lassen",2020-11-13,0,0
"8804","Lassen",2020-11-14,0,0
"8805","Lassen",2020-11-15,0,0
"8806","Lassen",2020-11-16,0,0
"8807","Lassen",2020-11-17,0,0
"8808","Lassen",2020-11-18,0,0
"8809","Lassen",2020-11-19,0,0
"8810","Lassen",2020-11-20,0,0
"8811","Lassen",2020-11-21,0,0
"8812","Lassen",2020-11-22,0,0
"8813","Lassen",2020-11-23,0,0
"8814","Lassen",2020-11-24,0,0
"8815","Lassen",2020-11-25,0,0
"8816","Lassen",2020-11-26,0,0
"8817","Lassen",2020-11-27,0,0
"8818","Lassen",2020-11-28,0,0
"8819","Lassen",2020-11-29,0,0
"8820","Lassen",2020-11-30,0,0
"8821","Lassen",2020-12-01,0,0
"8822","Lassen",2020-12-02,0,0
"8823","Lassen",2020-12-03,0,0
"8824","Lassen",2020-12-04,0,0
"8825","Lassen",2020-12-05,0,0
"8826","Lassen",2020-12-06,0,0
"8827","Lassen",2020-12-07,0,0
"8828","Lassen",2020-12-08,0,0
"8829","Lassen",2020-12-09,0,0
"8830","Lassen",2020-12-10,0,0
"8831","Lassen",2020-12-11,0,0
"8832","Lassen",2020-12-12,0,0
"8833","Lassen",2020-12-13,0,0
"8834","Lassen",2020-12-14,0,0
"8835","Lassen",2020-12-15,0,0
"8836","Lassen",2020-12-25,0,0
"8837","Lassen",2020-12-26,0,0
"8838","Lassen",2020-12-27,0,0
"8839","Lassen",2021-01-01,0,0
"8840","Lassen",2021-01-03,0,0.428571428571429
"8841","Lassen",2021-01-10,0,0.571428571428571
"8842","Lassen",2021-01-31,0,0.714285714285714
"8843","Lassen",2020-12-16,3,2
"8844","Lassen",2020-12-17,1,2.28571428571429
"8845","Lassen",2020-12-18,1,3.57142857142857
"8846","Lassen",2020-12-19,9,6.14285714285714
"8847","Lassen",2020-12-20,2,6.71428571428571
"8848","Lassen",2020-12-21,9,7.28571428571429
"8849","Lassen",2020-12-22,18,7.71428571428571
"8850","Lassen",2020-12-23,7,11.2857142857143
"8851","Lassen",2020-12-24,5,14.8571428571429
"8852","Lassen",2020-12-28,4,21
"8853","Lassen",2020-12-29,34,18.5714285714286
"8854","Lassen",2020-12-30,27,20.2857142857143
"8855","Lassen",2020-12-31,52,47.2857142857143
"8856","Lassen",2021-01-02,1,59.7142857142857
"8857","Lassen",2021-01-04,19,60.2857142857143
"8858","Lassen",2021-01-05,194,63.8571428571429
"8859","Lassen",2021-01-06,91,58.2857142857143
"8860","Lassen",2021-01-07,38,62.4285714285714
"8861","Lassen",2021-01-08,52,66.5714285714286
"8862","Lassen",2021-01-09,13,61.4285714285714
"8863","Lassen",2021-01-11,30,70.2857142857143
"8864","Lassen",2021-01-12,48,67.2857142857143
"8865","Lassen",2021-01-13,158,64.8571428571429
"8866","Lassen",2021-01-14,153,63.1428571428571
"8867","Lassen",2021-01-15,17,59.4285714285714
"8868","Lassen",2021-01-16,35,78.4285714285714
"8869","Lassen",2021-01-17,1,77
"8870","Lassen",2021-01-18,4,74.1428571428571
"8871","Lassen",2021-01-19,181,75.7142857142857
"8872","Lassen",2021-01-20,148,71
"8873","Lassen",2021-01-21,133,71
"8874","Lassen",2021-01-22,28,72.2857142857143
"8875","Lassen",2021-01-23,2,62.4285714285714
"8876","Lassen",2021-01-24,1,49.7142857142857
"8877","Lassen",2021-01-25,13,41.1428571428571
"8878","Lassen",2021-01-26,112,39
"8879","Lassen",2021-01-27,59,38.8571428571429
"8880","Lassen",2021-01-28,73,46.2857142857143
"8881","Lassen",2021-01-29,13,68
"8882","Lassen",2021-01-30,1,65.4285714285714
"8883","Lassen",2021-02-01,53,72
"8884","Lassen",2021-02-02,165,68.8571428571429
"8885","Lassen",2021-02-03,94,76.8571428571429
"8886","Lassen",2021-02-04,105,76.8571428571429
"8887","Lassen",2021-02-05,51,75
"8888","Lassen",2021-02-06,69,68.1428571428571
"8889","Lassen",2021-02-07,1,76.1428571428571
"8890","Lassen",2021-02-08,40,83.4285714285714
"8891","Lassen",2021-02-09,117,79.5714285714286
"8892","Lassen",2021-02-10,150,70.7142857142857
"8893","Lassen",2021-02-11,156,72.1428571428571
"8894","Lassen",2021-02-12,24,69.2857142857143
"8895","Lassen",2021-02-13,7,79.1428571428571
"8896","Lassen",2021-02-14,11,77.8571428571429
"8897","Lassen",2021-02-15,20,64.7142857142857
"8898","Lassen",2021-02-16,186,71
"8899","Lassen",2021-02-17,141,71.1428571428571
"8900","Lassen",2021-02-18,64,72.5714285714286
"8901","Lassen",2021-02-19,68,73.1428571428571
"8902","Lassen",2021-02-20,8,67.7142857142857
"8903","Lassen",2021-02-21,21,66.4285714285714
"8904","Lassen",2021-02-22,24,77.5714285714286
"8905","Lassen",2021-02-23,148,77.5714285714286
"8906","Lassen",2021-02-24,132,77.5714285714286
"8907","Lassen",2021-02-25,142,75
"8908","Lassen",2021-02-26,68,76
"8909","Lassen",2021-02-27,8,69
"8910","Lassen",2021-02-28,3,69.4285714285714
"8911","Lassen",2021-03-01,31,69.1428571428571
"8912","Lassen",2021-03-02,99,65.1428571428571
"8913","Lassen",2021-03-03,135,72.1428571428571
"8914","Lassen",2021-03-04,140,80
"8915","Lassen",2021-03-05,40,87.8571428571429
"8916","Lassen",2021-03-06,57,92.4285714285714
"8917","Lassen",2021-03-07,58,89.8571428571429
"8918","Lassen",2021-03-08,86,93.4285714285714
"8919","Lassen",2021-03-09,131,90.4285714285714
"8920","Lassen",2021-03-10,117,89.1428571428571
"8921","Lassen",2021-03-11,165,82.4285714285714
"8922","Lassen",2021-03-12,19,75
"8923","Lassen",2021-03-13,48,70
"8924","Lassen",2021-03-14,11,205
"8925","Lassen",2021-03-15,34,193.428571428571
"8926","Lassen",2021-03-16,96,192.571428571429
"8927","Lassen",2021-03-17,1062,187.428571428571
"8928","Lassen",2021-03-18,84,191.142857142857
"8929","Lassen",2021-03-19,13,191.857142857143
"8930","Lassen",2021-03-20,12,193.428571428571
"8931","Lassen",2021-03-21,37,65.8571428571429
"8932","Lassen",2021-03-22,39,74.4285714285714
"8933","Lassen",2021-03-23,107,83
"8934","Lassen",2021-03-24,169,83.8571428571429
"8935","Lassen",2021-03-25,144,80.4285714285714
"8936","Lassen",2021-03-26,73,82.7142857142857
"8937","Lassen",2021-03-27,18,90.7142857142857
"8938","Lassen",2021-03-28,13,85.1428571428571
"8939","Lassen",2021-03-29,55,85.1428571428571
"8940","Lassen",2021-03-30,163,78.1428571428571
"8941","Lassen",2021-03-31,130,77.4285714285714
"8942","Lassen",2021-04-01,144,76.2857142857143
"8943","Lassen",2021-04-02,24,72
"8944","Lassen",2021-04-03,13,71.2857142857143
"8945","Lassen",2021-04-04,5,70.1428571428571
"8946","Lassen",2021-04-05,25,72.1428571428571
"8947","Lassen",2021-04-06,158,74.1428571428571
"8948","Lassen",2021-04-07,122,73.7142857142857
"8949","Lassen",2021-04-08,158,73.5714285714286
"8950","Lassen",2021-04-09,38,74.4285714285714
"8951","Lassen",2021-04-10,10,68.1428571428571
"8952","Lassen",2021-04-11,4,187.857142857143
"8953","Lassen",2021-04-12,31,185.142857142857
"8954","Lassen",2021-04-13,114,181.285714285714
"8955","Lassen",2021-04-14,960,181
"8956","Lassen",2021-04-15,139,181.142857142857
"8957","Lassen",2021-04-16,11,181
"8958","Lassen",2021-04-17,8,181.571428571429
"8959","Lassen",2021-04-18,5,62.4285714285714
"8960","Lassen",2021-04-19,30,56.1428571428571
"8961","Lassen",2021-04-20,118,58.1428571428571
"8962","Lassen",2021-04-21,126,58.2857142857143
"8963","Lassen",2021-04-22,95,58.2857142857143
"8964","Lassen",2021-04-23,25,60.2857142857143
"8965","Lassen",2021-04-24,9,58.1428571428571
"8966","Lassen",2021-04-25,5,51.1428571428571
"8967","Lassen",2021-04-26,44,47.1428571428571
"8968","Lassen",2021-04-27,103,46
"8969","Lassen",2021-04-28,77,46
"8970","Lassen",2021-04-29,67,46.1428571428571
"8971","Lassen",2021-04-30,17,42.2857142857143
"8972","Lassen",2021-05-01,9,37.4285714285714
"8973","Lassen",2021-05-02,6,37.2857142857143
"8974","Lassen",2021-05-03,17,37.7142857142857
"8975","Lassen",2021-05-04,69,42.4285714285714
"8976","Lassen",2021-05-05,76,42.5714285714286
"8977","Lassen",2021-05-06,70,42
"8978","Lassen",2021-05-07,50,41.4285714285714
"8979","Lassen",2021-05-08,10,39.7142857142857
"8980","Lassen",2021-05-09,2,34.5714285714286
"8981","Lassen",2021-05-10,13,28.4285714285714
"8982","Lassen",2021-05-11,57,24.1428571428571
"8983","Lassen",2021-05-12,40,24.8571428571429
"8984","Lassen",2021-05-13,27,25.8571428571429
"8985","Lassen",2021-05-14,20,28.7142857142857
"8986","Lassen",2021-05-15,15,32.4285714285714
"8987","Lassen",2021-05-16,9,34
"8988","Lassen",2021-05-17,33,34.7142857142857
"8989","Lassen",2021-05-18,83,40.7142857142857
"8990","Lassen",2021-05-19,51,41
"8991","Lassen",2021-05-20,32,40.2857142857143
"8992","Lassen",2021-05-21,62,37.4285714285714
"8993","Lassen",2021-05-22,17,37.5714285714286
"8994","Lassen",2021-05-23,4,38.2857142857143
"8995","Lassen",2021-05-24,13,39.4285714285714
"8996","Lassen",2021-05-25,84,40.8571428571429
"8997","Lassen",2021-05-26,56,40.5714285714286
"8998","Lassen",2021-05-27,40,40.2857142857143
"8999","Lassen",2021-05-28,72,39.4285714285714
"9000","Lassen",2021-05-29,15,34
"9001","Lassen",2021-05-30,2,33
"9002","Lassen",2021-05-31,7,30.1428571428571
"9003","Lassen",2021-06-01,46,25
"9004","Lassen",2021-06-02,49,25
"9005","Lassen",2021-06-03,20,25.2857142857143
"9006","Lassen",2021-06-04,36,26.8571428571429
"9007","Lassen",2021-06-05,15,25.1428571428571
"9008","Lassen",2021-06-06,4,20.7142857142857
"9009","Lassen",2021-06-07,18,20.2857142857143
"9010","Lassen",2021-06-08,34,21.4285714285714
"9011","Lassen",2021-06-09,18,20
"9012","Lassen",2021-06-10,17,19.8571428571429
"9013","Lassen",2021-06-11,44,18.7142857142857
"9014","Lassen",2021-06-12,5,20.7142857142857
"9015","Lassen",2021-06-13,3,19.7142857142857
"9016","Lassen",2021-06-14,10,20.5714285714286
"9017","Lassen",2021-06-15,48,20.7142857142857
"9018","Lassen",2021-06-16,11,21.7142857142857
"9019","Lassen",2021-06-17,23,22
"9020","Lassen",2021-06-18,45,22.8571428571429
"9021","Lassen",2021-06-19,12,20.4285714285714
"9022","Lassen",2021-06-20,5,21.1428571428571
"9023","Lassen",2021-06-21,16,21.5714285714286
"9024","Lassen",2021-06-22,31,18.1428571428571
"9025","Lassen",2021-06-23,16,17.5714285714286
"9026","Lassen",2021-06-24,26,17
"9027","Lassen",2021-06-25,21,16.5714285714286
"9028","Lassen",2021-06-26,8,16.7142857142857
"9029","Lassen",2021-06-27,1,18.4285714285714
"9030","Lassen",2021-06-28,13,18.7142857142857
"9031","Lassen",2021-06-29,32,19.2857142857143
"9032","Lassen",2021-06-30,28,19
"9033","Lassen",2021-07-01,28,19
"9034","Lassen",2021-07-02,25,18.4285714285714
"9035","Lassen",2021-07-03,6,17.5714285714286
"9036","Lassen",2021-07-04,1,15.8571428571429
"9037","Lassen",2021-07-05,9,16.2857142857143
"9038","Lassen",2021-07-06,26,16.2857142857143
"9039","Lassen",2021-07-07,16,15.8571428571429
"9040","Lassen",2021-07-08,31,15.8571428571429
"9041","Lassen",2021-07-09,25,15.5714285714286
"9042","Lassen",2021-07-10,3,15.2857142857143
"9043","Lassen",2021-07-11,1,15.1428571428571
"9044","Lassen",2021-07-12,7,13.1428571428571
"9045","Lassen",2021-07-13,24,13
"9046","Lassen",2021-07-14,15,13.7142857142857
"9047","Lassen",2021-07-15,17,14.8571428571429
"9048","Lassen",2021-07-16,24,14.2857142857143
"9049","Lassen",2021-07-17,8,13.2857142857143
"9050","Lassen",2021-07-18,9,13
"9051","Lassen",2021-07-19,3,15.4285714285714
"9052","Lassen",2021-07-20,17,15
"9053","Lassen",2021-07-21,13,14.8571428571429
"9054","Lassen",2021-07-22,34,13.8571428571429
"9055","Lassen",2021-07-23,21,16.7142857142857
"9056","Lassen",2021-07-24,7,20
"9057","Lassen",2021-07-25,2,20.8571428571429
"9058","Lassen",2021-07-26,23,19.2857142857143
"9059","Lassen",2021-07-27,40,20.4285714285714
"9060","Lassen",2021-07-28,19,21.5714285714286
"9061","Lassen",2021-07-29,23,22.8571428571429
"9062","Lassen",2021-07-30,29,22.7142857142857
"9063","Lassen",2021-07-31,15,23.7142857142857
"9064","Lassen",2021-08-01,11,24.8571428571429
"9065","Lassen",2021-08-02,22,27.5714285714286
"9066","Lassen",2021-08-03,47,29.1428571428571
"9067","Lassen",2021-08-04,27,28.4285714285714
"9068","Lassen",2021-08-05,42,27.7142857142857
"9069","Lassen",2021-08-06,40,27.5714285714286
"9070","Lassen",2021-08-07,10,25.7142857142857
"9071","Lassen",2021-08-08,6,25.2857142857143
"9072","Lassen",2021-08-09,21,26.5714285714286
"9073","Lassen",2021-08-10,34,25.5714285714286
"9074","Lassen",2021-08-11,24,26.5714285714286
"9075","Lassen",2021-08-12,51,27.5714285714286
"9076","Lassen",2021-08-13,33,27.5714285714286
"9077","Lassen",2021-08-14,17,26.5714285714286
"9078","Lassen",2021-08-15,13,25.8571428571429
"9079","Lassen",2021-08-16,21,21.8571428571429
"9080","Lassen",2021-08-17,27,20.7142857142857
"9081","Lassen",2021-08-18,19,20.7142857142857
"9082","Lassen",2021-08-19,23,19.4285714285714
"9083","Lassen",2021-08-20,25,21.1428571428571
"9084","Lassen",2021-08-21,17,20.7142857142857
"9085","Lassen",2021-08-22,4,27.7142857142857
"9086","Lassen",2021-08-23,33,32.2857142857143
"9087","Lassen",2021-08-24,24,35.7142857142857
"9088","Lassen",2021-08-25,68,37.2857142857143
"9089","Lassen",2021-08-26,55,39.8571428571429
"9090","Lassen",2021-08-27,49,39.5714285714286
"9091","Lassen",2021-08-28,28,42.7142857142857
