"","county","administered_date","Daily doses","Rolling average"
"542","Alameda",2020-11-03,0,0
"543","Alameda",2020-11-04,0,0
"544","Alameda",2020-11-05,0,0
"545","Alameda",2020-11-06,0,0
"546","Alameda",2020-11-07,0,0
"547","Alameda",2020-11-08,0,0
"548","Alameda",2020-11-09,0,0
"549","Alameda",2020-11-10,0,0
"550","Alameda",2020-11-11,0,0
"551","Alameda",2020-11-12,0,0
"552","Alameda",2020-11-13,0,0
"553","Alameda",2020-11-14,0,0
"554","Alameda",2020-11-15,0,0
"555","Alameda",2020-11-18,0,0
"556","Alameda",2020-11-19,0,0
"557","Alameda",2020-11-20,0,0
"558","Alameda",2020-11-26,0,0
"559","Alameda",2020-11-27,0,0
"560","Alameda",2020-11-28,0,0
"561","Alameda",2020-11-29,0,0.571428571428571
"562","Alameda",2020-12-04,0,0.714285714285714
"563","Alameda",2020-12-06,0,1
"564","Alameda",2020-08-10,4,1.14285714285714
"565","Alameda",2020-08-12,1,1.28571428571429
"566","Alameda",2020-08-13,2,1.42857142857143
"567","Alameda",2020-08-14,1,1.57142857142857
"568","Alameda",2020-08-15,1,1.57142857142857
"569","Alameda",2020-08-17,1,1.71428571428571
"570","Alameda",2020-08-18,1,1.57142857142857
"571","Alameda",2020-08-19,4,2
"572","Alameda",2020-08-20,2,2
"573","Alameda",2020-08-21,1,2.28571428571429
"574","Alameda",2020-08-25,4,2.28571428571429
"575","Alameda",2020-08-26,1,2.14285714285714
"576","Alameda",2020-08-27,3,2.28571428571429
"577","Alameda",2020-08-28,1,2.57142857142857
"578","Alameda",2020-08-31,3,2.28571428571429
"579","Alameda",2020-09-01,3,2.57142857142857
"580","Alameda",2020-09-02,3,2.28571428571429
"581","Alameda",2020-09-03,2,3.28571428571429
"582","Alameda",2020-09-04,3,3.28571428571429
"583","Alameda",2020-09-08,1,3.28571428571429
"584","Alameda",2020-09-09,8,3.28571428571429
"585","Alameda",2020-09-10,3,3.57142857142857
"586","Alameda",2020-09-11,3,3.42857142857143
"587","Alameda",2020-09-15,3,3.42857142857143
"588","Alameda",2020-09-16,4,2.57142857142857
"589","Alameda",2020-09-17,2,2.42857142857143
"590","Alameda",2020-09-18,1,2.14285714285714
"591","Alameda",2020-09-21,2,1.85714285714286
"592","Alameda",2020-09-23,2,1.57142857142857
"593","Alameda",2020-09-24,1,1.85714285714286
"594","Alameda",2020-09-25,1,2.14285714285714
"595","Alameda",2020-09-28,2,2.14285714285714
"596","Alameda",2020-09-30,4,2
"597","Alameda",2020-10-01,3,2
"598","Alameda",2020-10-05,2,2
"599","Alameda",2020-10-10,1,1.85714285714286
"600","Alameda",2020-10-20,1,1.42857142857143
"601","Alameda",2020-10-31,1,1.14285714285714
"602","Alameda",2020-11-01,1,1
"603","Alameda",2020-11-02,1,1
"604","Alameda",2020-11-16,1,1
"605","Alameda",2020-11-17,1,1
"606","Alameda",2020-11-21,1,1.14285714285714
"607","Alameda",2020-11-22,1,1.14285714285714
"608","Alameda",2020-11-23,1,1.14285714285714
"609","Alameda",2020-11-24,2,1.85714285714286
"610","Alameda",2020-11-25,1,2.28571428571429
"611","Alameda",2020-11-30,1,2.28571428571429
"612","Alameda",2020-12-01,6,2.28571428571429
"613","Alameda",2020-12-02,4,2.14285714285714
"614","Alameda",2020-12-03,1,2.85714285714286
"615","Alameda",2020-12-05,1,3
"616","Alameda",2020-12-07,1,2.28571428571429
"617","Alameda",2020-12-08,6,2.14285714285714
"618","Alameda",2020-12-09,2,3
"619","Alameda",2020-12-10,1,3.42857142857143
"620","Alameda",2020-12-11,3,3.85714285714286
"621","Alameda",2020-12-12,7,9.57142857142857
"622","Alameda",2020-12-13,4,42.2857142857143
"623","Alameda",2020-12-14,4,119.857142857143
"624","Alameda",2020-12-15,46,412.857142857143
"625","Alameda",2020-12-16,231,616.571428571429
"626","Alameda",2020-12-17,544,788.571428571429
"627","Alameda",2020-12-18,2054,1057.42857142857
"628","Alameda",2020-12-19,1433,1355.14285714286
"629","Alameda",2020-12-20,1208,1611.14285714286
"630","Alameda",2020-12-21,1886,1707.71428571429
"631","Alameda",2020-12-22,2130,1436.14285714286
"632","Alameda",2020-12-23,2023,1350
"633","Alameda",2020-12-24,1220,1248
"634","Alameda",2020-12-25,153,1250
"635","Alameda",2020-12-26,830,1308.85714285714
"636","Alameda",2020-12-27,494,1466.14285714286
"637","Alameda",2020-12-28,1900,1554.14285714286
"638","Alameda",2020-12-29,2542,1559.42857142857
"639","Alameda",2020-12-30,3124,1545.71428571429
"640","Alameda",2020-12-31,1836,1523.57142857143
"641","Alameda",2021-01-01,190,1496
"642","Alameda",2021-01-02,734,1453
"643","Alameda",2021-01-03,339,1488.28571428571
"644","Alameda",2021-01-04,1707,1776.71428571429
"645","Alameda",2021-01-05,2241,2444
"646","Alameda",2021-01-06,3371,2631.14285714286
"647","Alameda",2021-01-07,3855,2737
"648","Alameda",2021-01-08,4861,3181.42857142857
"649","Alameda",2021-01-09,2044,3567.28571428571
"650","Alameda",2021-01-10,1080,3825.42857142857
"651","Alameda",2021-01-11,4818,4101.85714285714
"652","Alameda",2021-01-12,4942,4250.42857142857
"653","Alameda",2021-01-13,5178,4387.28571428571
"654","Alameda",2021-01-14,5790,4506.57142857143
"655","Alameda",2021-01-15,5901,4278
"656","Alameda",2021-01-16,3002,4384.57142857143
"657","Alameda",2021-01-17,1915,4644.14285714286
"658","Alameda",2021-01-18,3218,4993.28571428571
"659","Alameda",2021-01-19,5688,5142.14285714286
"660","Alameda",2021-01-20,6995,5190.71428571429
"661","Alameda",2021-01-21,8234,5206.28571428571
"662","Alameda",2021-01-22,6943,5506.71428571429
"663","Alameda",2021-01-23,3342,5750.71428571429
"664","Alameda",2021-01-24,2024,5720.71428571429
"665","Alameda",2021-01-25,5321,5673.28571428571
"666","Alameda",2021-01-26,7396,5836.85714285714
"667","Alameda",2021-01-27,6785,5855.71428571429
"668","Alameda",2021-01-28,7902,5845.14285714286
"669","Alameda",2021-01-29,8088,6023
"670","Alameda",2021-01-30,3474,5987.85714285714
"671","Alameda",2021-01-31,1950,6044.14285714286
"672","Alameda",2021-02-01,6566,6274.14285714286
"673","Alameda",2021-02-02,7150,6602.85714285714
"674","Alameda",2021-02-03,7179,7111.14285714286
"675","Alameda",2021-02-04,9512,7352.85714285714
"676","Alameda",2021-02-05,10389,7597.42857142857
"677","Alameda",2021-02-06,7032,7978.57142857143
"678","Alameda",2021-02-07,3642,8621.42857142857
"679","Alameda",2021-02-08,8278,9276
"680","Alameda",2021-02-09,9818,9599.71428571429
"681","Alameda",2021-02-10,11679,9719
"682","Alameda",2021-02-11,14094,9778.71428571429
"683","Alameda",2021-02-12,12655,9414.57142857143
"684","Alameda",2021-02-13,7867,9819.71428571429
"685","Alameda",2021-02-14,4060,10187.8571428571
"686","Alameda",2021-02-15,5729,10455.2857142857
"687","Alameda",2021-02-16,12654,11224.7142857143
"688","Alameda",2021-02-17,14256,11836.2857142857
"689","Alameda",2021-02-18,15966,12389.8571428571
"690","Alameda",2021-02-19,18041,13212.4285714286
"691","Alameda",2021-02-20,12148,13357.1428571429
"692","Alameda",2021-02-21,7935,13527.1428571429
"693","Alameda",2021-02-22,11487,13607.5714285714
"694","Alameda",2021-02-23,13667,13774.4285714286
"695","Alameda",2021-02-24,15446,14285.5714285714
"696","Alameda",2021-02-25,16529,14652.7142857143
"697","Alameda",2021-02-26,19209,15096
"698","Alameda",2021-02-27,15726,15400.5714285714
"699","Alameda",2021-02-28,10505,15528.5714285714
"700","Alameda",2021-03-01,14590,15749.8571428571
"701","Alameda",2021-03-02,15799,15405.8571428571
"702","Alameda",2021-03-03,16342,15323.8571428571
"703","Alameda",2021-03-04,18078,15271.5714285714
"704","Alameda",2021-03-05,16801,14955.4285714286
"705","Alameda",2021-03-06,15152,14860.4285714286
"706","Alameda",2021-03-07,10139,15065.2857142857
"707","Alameda",2021-03-08,12377,15347.4285714286
"708","Alameda",2021-03-09,15134,16029.8571428571
"709","Alameda",2021-03-10,17776,16194
"710","Alameda",2021-03-11,20053,16302.8571428571
"711","Alameda",2021-03-12,21578,16635.2857142857
"712","Alameda",2021-03-13,16301,16988.5714285714
"713","Alameda",2021-03-14,10901,17018
"714","Alameda",2021-03-15,14704,16965.8571428571
"715","Alameda",2021-03-16,17607,16711.2857142857
"716","Alameda",2021-03-17,17982,16667.8571428571
"717","Alameda",2021-03-18,19688,16443.1428571429
"718","Alameda",2021-03-19,19796,16545.4285714286
"719","Alameda",2021-03-20,15997,16842
"720","Alameda",2021-03-21,9328,17088
"721","Alameda",2021-03-22,15420,17278
"722","Alameda",2021-03-23,19683,17502.8571428571
"723","Alameda",2021-03-24,19704,17878.5714285714
"724","Alameda",2021-03-25,21018,18088.1428571429
"725","Alameda",2021-03-26,21370,18048.5714285714
"726","Alameda",2021-03-27,18627,17975.5714285714
"727","Alameda",2021-03-28,10795,17983.7142857143
"728","Alameda",2021-03-29,15143,18376.7142857143
"729","Alameda",2021-03-30,19172,18813
"730","Alameda",2021-03-31,19761,19074.2857142857
"731","Alameda",2021-04-01,23769,18961.7142857143
"732","Alameda",2021-04-02,24424,19402.4285714286
"733","Alameda",2021-04-03,20456,19898.1428571429
"734","Alameda",2021-04-04,10007,20383.5714285714
"735","Alameda",2021-04-05,18228,20698
"736","Alameda",2021-04-06,22642,20618.5714285714
"737","Alameda",2021-04-07,23159,20515.2857142857
"738","Alameda",2021-04-08,25970,20694.1428571429
"739","Alameda",2021-04-09,23868,20744.8571428571
"740","Alameda",2021-04-10,19733,20882.2857142857
"741","Alameda",2021-04-11,11259,20972.7142857143
"742","Alameda",2021-04-12,18583,20802.1428571429
"743","Alameda",2021-04-13,23604,20987.7142857143
"744","Alameda",2021-04-14,23792,21216.8571428571
"745","Alameda",2021-04-15,24776,21137.4285714286
"746","Alameda",2021-04-16,25167,20778
"747","Alameda",2021-04-17,21337,20130.4285714286
"748","Alameda",2021-04-18,10703,19673.4285714286
"749","Alameda",2021-04-19,16067,19352.5714285714
"750","Alameda",2021-04-20,19071,19018
"751","Alameda",2021-04-21,20593,18734.5714285714
"752","Alameda",2021-04-22,22530,18518.1428571429
"753","Alameda",2021-04-23,22825,18380.2857142857
"754","Alameda",2021-04-24,19353,18085
"755","Alameda",2021-04-25,9188,17627.8571428571
"756","Alameda",2021-04-26,15102,17002
"757","Alameda",2021-04-27,17004,16744.1428571429
"758","Alameda",2021-04-28,17393,16071.7142857143
"759","Alameda",2021-04-29,18149,15793.8571428571
"760","Alameda",2021-04-30,21020,15740.1428571429
"761","Alameda",2021-05-01,14646,16006.7142857143
"762","Alameda",2021-05-02,7243,16269.7142857143
"763","Alameda",2021-05-03,14726,16500.8571428571
"764","Alameda",2021-05-04,18870,16335.1428571429
"765","Alameda",2021-05-05,19234,16720.4285714286
"766","Alameda",2021-05-06,19767,16942
"767","Alameda",2021-05-07,19860,16364.8571428571
"768","Alameda",2021-05-08,17343,15963.1428571429
"769","Alameda",2021-05-09,8794,15185.5714285714
"770","Alameda",2021-05-10,10686,14996
"771","Alameda",2021-05-11,16058,15185.5714285714
"772","Alameda",2021-05-12,13791,15248.8571428571
"773","Alameda",2021-05-13,18440,15297
"774","Alameda",2021-05-14,21187,15743.7142857143
"775","Alameda",2021-05-15,17786,15538.8571428571
"776","Alameda",2021-05-16,9131,15699.1428571429
"777","Alameda",2021-05-17,13813,15032
"778","Alameda",2021-05-18,14624,14237.2857142857
"779","Alameda",2021-05-19,14913,13215.5714285714
"780","Alameda",2021-05-20,13770,12662.2857142857
"781","Alameda",2021-05-21,15624,11749.8571428571
"782","Alameda",2021-05-22,10634,10836.8571428571
"783","Alameda",2021-05-23,5258,9909.28571428571
"784","Alameda",2021-05-24,7426,9132.85714285714
"785","Alameda",2021-05-25,8233,8160.42857142857
"786","Alameda",2021-05-26,8420,7362
"787","Alameda",2021-05-27,8335,6970.57142857143
"788","Alameda",2021-05-28,8817,6081.85714285714
"789","Alameda",2021-05-29,5045,5960.57142857143
"790","Alameda",2021-05-30,2518,5601
"791","Alameda",2021-05-31,1205,5654.14285714286
"792","Alameda",2021-06-01,7384,5920.57142857143
"793","Alameda",2021-06-02,5903,6379
"794","Alameda",2021-06-03,8707,6559.14285714286
"795","Alameda",2021-06-04,10682,7242.85714285714
"796","Alameda",2021-06-05,8254,7255.85714285714
"797","Alameda",2021-06-06,3779,7487.28571428571
"798","Alameda",2021-06-07,5991,7411.71428571429
"799","Alameda",2021-06-08,7475,7067.28571428571
"800","Alameda",2021-06-09,7523,6700
"801","Alameda",2021-06-10,8178,6499.28571428571
"802","Alameda",2021-06-11,8271,6316.28571428571
"803","Alameda",2021-06-12,5683,6129.28571428571
"804","Alameda",2021-06-13,2374,5817.57142857143
"805","Alameda",2021-06-14,4710,5478.14285714286
"806","Alameda",2021-06-15,6166,5169.42857142857
"807","Alameda",2021-06-16,5341,4861.85714285714
"808","Alameda",2021-06-17,5802,4731.57142857143
"809","Alameda",2021-06-18,6110,4457.14285714286
"810","Alameda",2021-06-19,3530,4250
"811","Alameda",2021-06-20,1462,3997.42857142857
"812","Alameda",2021-06-21,2789,3811.14285714286
"813","Alameda",2021-06-22,4716,3617.57142857143
"814","Alameda",2021-06-23,3573,3563.85714285714
"815","Alameda",2021-06-24,4498,3545.42857142857
"816","Alameda",2021-06-25,4755,3572.28571428571
"817","Alameda",2021-06-26,3154,3443.85714285714
"818","Alameda",2021-06-27,1333,3360
"819","Alameda",2021-06-28,2977,3229.28571428571
"820","Alameda",2021-06-29,3817,3137.14285714286
"821","Alameda",2021-06-30,2986,2983.71428571429
"822","Alameda",2021-07-01,3583,2808.28571428571
"823","Alameda",2021-07-02,4110,2622
"824","Alameda",2021-07-03,2080,2605
"825","Alameda",2021-07-04,105,2587.71428571429
"826","Alameda",2021-07-05,1673,2491.28571428571
"827","Alameda",2021-07-06,3698,2426.85714285714
"828","Alameda",2021-07-07,2865,2453.71428571429
"829","Alameda",2021-07-08,2908,2588.42857142857
"830","Alameda",2021-07-09,3659,2730.71428571429
"831","Alameda",2021-07-10,2268,2601.28571428571
"832","Alameda",2021-07-11,1048,2514.71428571429
"833","Alameda",2021-07-12,2669,2466.14285714286
"834","Alameda",2021-07-13,2792,2425.57142857143
"835","Alameda",2021-07-14,2259,2404.71428571429
"836","Alameda",2021-07-15,2568,2406.57142857143
"837","Alameda",2021-07-16,3375,2393.57142857143
"838","Alameda",2021-07-17,2122,2374.28571428571
"839","Alameda",2021-07-18,1061,2406.28571428571
"840","Alameda",2021-07-19,2578,2406.71428571429
"841","Alameda",2021-07-20,2657,2413.28571428571
"842","Alameda",2021-07-21,2483,2429.57142857143
"843","Alameda",2021-07-22,2571,2382.57142857143
"844","Alameda",2021-07-23,3421,2372.71428571429
"845","Alameda",2021-07-24,2236,2409.14285714286
"846","Alameda",2021-07-25,732,2390.57142857143
"847","Alameda",2021-07-26,2509,2428.28571428571
"848","Alameda",2021-07-27,2912,2448.28571428571
"849","Alameda",2021-07-28,2353,2445.14285714286
"850","Alameda",2021-07-29,2835,2473.28571428571
"851","Alameda",2021-07-30,3561,2538.42857142857
"852","Alameda",2021-07-31,2214,2575.42857142857
"853","Alameda",2021-08-01,929,2621.71428571429
"854","Alameda",2021-08-02,2965,2680.14285714286
"855","Alameda",2021-08-03,3171,2749.57142857143
"856","Alameda",2021-08-04,2677,2784.28571428571
"857","Alameda",2021-08-05,3244,2826.28571428571
"858","Alameda",2021-08-06,4047,2846.85714285714
"859","Alameda",2021-08-07,2457,2806
"860","Alameda",2021-08-08,1223,2777.71428571429
"861","Alameda",2021-08-09,3109,2727.85714285714
"862","Alameda",2021-08-10,2885,2752
"863","Alameda",2021-08-11,2479,2761
"864","Alameda",2021-08-12,2895,2771.14285714286
"865","Alameda",2021-08-13,4216,2804.14285714286
"866","Alameda",2021-08-14,2520,2877.71428571429
"867","Alameda",2021-08-15,1294,2955.28571428571
"868","Alameda",2021-08-16,3340,3050.85714285714
"869","Alameda",2021-08-17,3400,3115.71428571429
"870","Alameda",2021-08-18,3022,3174
"871","Alameda",2021-08-19,3564,3188.28571428571
"872","Alameda",2021-08-20,4670,3252.28571428571
"873","Alameda",2021-08-21,2928,3302.42857142857
"874","Alameda",2021-08-22,1394,3317.71428571429
"875","Alameda",2021-08-23,3788,3358
"876","Alameda",2021-08-24,3751,3334.28571428571
"877","Alameda",2021-08-25,3129,3301.42857142857
"878","Alameda",2021-08-26,3846,3279
"879","Alameda",2021-08-27,4504,3217.28571428571
"880","Alameda",2021-08-28,2698,3182.85714285714
"881","Alameda",2021-08-29,1237,3146.28571428571
"882","Alameda",2021-08-30,3356,3073.71428571429
"883","Alameda",2021-08-31,3510,3059.28571428571
"884","Alameda",2021-09-01,2873,2984.85714285714
"885","Alameda",2021-09-02,3338,2962.14285714286
"886","Alameda",2021-09-03,4403,2579.14285714286
"887","Alameda",2021-09-04,2177,2601.14285714286
"888","Alameda",2021-09-05,1078,2598.28571428571
"889","Alameda",2021-09-06,675,2557.57142857143
"890","Alameda",2021-09-07,3664,2474.57142857143
"891","Alameda",2021-09-08,2853,2497.71428571429
"892","Alameda",2021-09-09,3053,2492.71428571429
"893","Alameda",2021-09-10,3822,2790.71428571429
"894","Alameda",2021-09-11,2339,2652.42857142857
"895","Alameda",2021-09-12,1043,2577.14285714286
"896","Alameda",2021-09-13,2761,2543.14285714286
